TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,2,1,Dayside Nadir,UVIS Switch OFF
72,3,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,4,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,5,14,Dayside Nadir,UVIS Switch OFF
145,6,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,7,14,Dayside Nadir,UVIS Switch OFF
-1,8,1,Dayside Nadir,UVIS Switch OFF
-1,9,14,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
-1,11,7,Dayside Nadir,UVIS Switch OFF
-1,12,14,Dayside Nadir,UVIS Switch OFF
68,13,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,14,1,Dayside Nadir,UVIS Switch OFF
-1,15,14,Dayside Nadir,UVIS Switch OFF
-1,16,14,Dayside Nadir,UVIS Switch OFF
-1,17,1,Dayside Nadir,UVIS Switch OFF
72,18,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,19,14,Dayside Nadir,UVIS Switch OFF
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,47,Dayside Nadir,UVIS Switch OFF
-1,22,14,Dayside Nadir,UVIS Switch OFF
-1,23,1,Dayside Nadir,UVIS Switch OFF
72,24,7,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,25,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,26,1,Dayside Nadir,UVIS Switch OFF
72,27,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,28,1,Dayside Nadir,UVIS Switch OFF
64,29,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
