MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2025 NOV 22 10:09:00,-33.6254,43.1668,253.0503,15.9253,65.6571,7.4996e-14,65.6571,2025 NOV 22 10:03:00,-33.4507,44.5412,379.322,15.9194,65.5307,5.9436,71.4074
2025 NOV 22 13:54:00,-31.8818,-11.7289,254.5601,15.9153,64.926,7.8955e-14,64.926,2025 NOV 22 14:00:00,-30.2292,-11.7968,382.2974,16.0081,65.5228,0.51982,65.5807
2025 NOV 30 16:45:00,42.9283,19.6472,297.349,15.6525,65.3899,3.2161e-14,65.3899,2025 NOV 30 16:57:00,40.9845,18.7587,416.1546,15.7881,65.9396,0.071745,65.9548
2025 DEC 02 04:18:00,47.1892,-139.7679,299.9229,15.625,67.3544,4.8025e-14,67.3544,2025 DEC 02 04:21:00,45.8803,-140.109,419.9718,15.6508,66.9785,0.062884,66.9721
2025 DEC 03 15:51:00,51.3575,60.7137,302.7588,15.5903,69.395,2.1097e-14,69.395,2025 DEC 03 15:45:00,50.6408,61.4154,422.3016,15.5397,68.6223,0.05113,68.6019
2025 DEC 03 19:36:00,53.3438,5.8744,304.8488,15.5842,70.3918,2.9434e-14,70.3918,2025 DEC 03 19:42:00,53.7008,5.5363,423.7034,15.6589,71.1433,0.042639,71.1307
2025 DEC 06 20:33:00,58.8568,20.0536,309.555,15.5294,73.6045,3.8693e-14,73.6045,2025 DEC 06 20:27:00,60.2532,20.4533,427.6204,15.4586,73.9492,0.017548,73.9317
2025 DEC 11 22:09:00,70.6971,41.4678,314.4905,15.305,80.6607,5.0289e-15,80.6607,2025 DEC 11 22:21:00,69.3413,41.3792,432.0151,15.4939,80.586,1.6986,82.2451
2025 DEC 13 11:33:00,71.2622,-144.6583,314.2101,15.2961,81.353,2.3426e-14,81.353,2025 DEC 13 11:42:00,70.8117,-144.1427,434.0017,15.4764,81.7566,2.9983,84.7349
2025 DEC 15 00:57:00,72.0466,28.932,315.2771,15.2681,82.1234,3.4986e-14,82.1234,2025 DEC 15 01:03:00,72.0644,30.7017,432.5879,15.4833,82.9013,4.5664,87.4672
2025 DEC 16 10:36:00,70.8962,-101.9354,313.1934,15.2931,81.808,7.5013e-15,81.808,2025 DEC 16 10:27:00,71.5528,-103.3578,432.6751,15.0522,81.3844,2.7528,84.1338
2025 DEC 18 00:00:00,71.757,71.7619,313.3455,15.2717,82.6516,9.5747e-15,82.6516,2025 DEC 17 23:48:00,73.0997,73.7572,433.2887,15.2103,83.3157,0.10172,83.3409
