S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 JUL 10 08:51:00,-31.4038,175.131,255.4595,15.7686,77.305,8.3034e-14,77.305
TGO,2021 JUL 10 08:39:00,-31.9672,176.4995,433.1267,15.6653,76.6442,175.7362,99.7164

MRO,2021 JUL 11 13:42:00,59.4728,-63.3831,306.3193,3.9503,83.6279,1.1901e-14,83.6279
TGO,2021 JUL 11 14:00:00,58.1428,-65.099,427.1577,4.1278,83.3169,0.58325,83.6421

MRO,2021 JUL 28 17:03:00,74.0466,55.1601,314.0314,4.2533,73.0462,1.5982e-14,73.0462
TGO,2021 JUL 28 16:51:00,74.2757,53.7677,433.4836,3.9658,73.893,0.45696,74.1444

MRO,2021 JUL 30 12:03:00,76.4229,148.7044,315.7987,4.3447,71.4828,1.834e-14,71.4828
TGO,2021 JUL 30 12:06:00,74.673,149.0283,433.3395,4.415,72.1045,0.45299,72.3376

MRO,2021 AUG 04 11:45:00,73.8703,-160.6554,315.3844,4.2325,72.966,1.4939e-14,72.966
TGO,2021 AUG 04 12:00:00,73.8575,-160.2096,431.922,4.5056,71.9971,0.46096,72.2315

