TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,2,1,Dayside Nadir,UVIS Switch OFF
68,3,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,4,1,Dayside Nadir,UVIS Switch OFF
68,5,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,6,1,Dayside Nadir,UVIS Switch OFF
-1,7,1,Dayside Nadir,UVIS Switch OFF
-1,8,14,Dayside Nadir,UVIS Switch OFF
-1,9,1,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
145,11,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,12,14,Dayside Nadir,UVIS Switch OFF
79,13,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,14,1,Dayside Nadir,UVIS Switch OFF
-1,15,14,Dayside Nadir,UVIS Switch OFF
-1,16,1,Dayside Nadir,UVIS Switch OFF
72,17,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,18,1,Dayside Nadir,UVIS Switch OFF
-1,19,7,Dayside Nadir,UVIS Switch OFF
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,1,Dayside Nadir,UVIS Switch OFF
68,22,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,23,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,24,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,25,1,Dayside Nadir,UVIS Switch OFF
72,26,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,27,14,Dayside Nadir,UVIS Switch OFF
79,28,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
