TC20 UVIS_COP_ROW,Ingress solar occultation observation number,Orbit type,Observation Mode,Comments
391,23,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,24,1,Ingress Occultation,UVIS Switch OFF
391,25,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,26,1,Ingress Occultation,UVIS Switch OFF
-1,27,1,Ingress Occultation,UVIS Switch OFF
391,28,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,29,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,30,1,Ingress Occultation,UVIS Switch OFF
391,31,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,32,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,33,1,Ingress Occultation,UVIS Switch OFF
-1,34,1,Ingress Occultation,UVIS Switch OFF
391,35,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,36,1,Ingress Occultation,UVIS Switch OFF
391,37,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,38,1,Ingress Occultation,UVIS Switch OFF
391,39,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,40,1,Ingress Occultation,UVIS Switch OFF
-1,41,1,Ingress Occultation,UVIS Switch OFF
391,42,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,43,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,44,1,Ingress Occultation,UVIS Switch OFF
364,45,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
-1,46,1,Ingress Occultation,UVIS Switch OFF
-1,47,1,Ingress Occultation,UVIS Switch OFF
391,48,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,49,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,50,1,Ingress Occultation,UVIS Switch OFF
391,51,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,52,1,Ingress Occultation,UVIS Switch OFF
-1,53,1,Ingress Occultation,UVIS Switch OFF
391,54,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,55,1,Ingress Occultation,UVIS Switch OFF
364,56,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
391,57,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,58,1,Ingress Occultation,UVIS Switch OFF
-1,59,1,Ingress Occultation,UVIS Switch OFF
364,60,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
-1,61,1,Ingress Occultation,UVIS Switch OFF
-1,62,1,Ingress Occultation,UVIS Switch OFF
391,63,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,64,1,Ingress Occultation,UVIS Switch OFF
391,65,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,66,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,67,1,Ingress Occultation,UVIS Switch OFF
-1,68,1,Ingress Occultation,UVIS Switch OFF
391,69,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,70,1,Ingress Occultation,UVIS Switch OFF
-1,71,1,Ingress Occultation,UVIS Switch OFF
391,72,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,73,1,Ingress Occultation,UVIS Switch OFF
-1,74,1,Ingress Occultation,UVIS Switch OFF
391,75,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,76,1,Ingress Occultation,UVIS Switch OFF
364,77,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
391,78,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,79,1,Ingress Occultation,UVIS Switch OFF
-1,80,1,Ingress Occultation,UVIS Switch OFF
391,81,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,82,1,Ingress Occultation,UVIS Switch OFF
-1,83,1,Ingress Occultation,UVIS Switch OFF
391,84,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
391,85,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,86,1,Ingress Occultation,UVIS Switch OFF
-1,87,1,Ingress Occultation,UVIS Switch OFF
391,88,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,89,1,Ingress Occultation,UVIS Switch OFF
-1,90,1,Ingress Occultation,UVIS Switch OFF
391,91,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
364,92,1,Ingress Occultation,# SO: Full Frame (135:205;0:1047) - Tint = 75 ms -16 bit - Rhythm = 3574 ms
391,93,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,94,1,Ingress Occultation,UVIS Switch OFF
391,95,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,96,1,Ingress Occultation,UVIS Switch OFF
-1,97,1,Ingress Occultation,UVIS Switch OFF
391,98,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,99,1,Ingress Occultation,UVIS Switch OFF
-1,100,1,Ingress Occultation,UVIS Switch OFF
391,101,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,102,1,Ingress Occultation,UVIS Switch OFF
-1,103,1,Ingress Occultation,UVIS Switch OFF
391,104,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,105,1,Ingress Occultation,UVIS Switch OFF
-1,106,1,Ingress Occultation,UVIS Switch OFF
391,107,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,108,1,Ingress Occultation,UVIS Switch OFF
-1,109,1,Ingress Occultation,UVIS Switch OFF
391,110,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
-1,111,1,Ingress Occultation,UVIS Switch OFF
-1,112,1,Ingress Occultation,UVIS Switch OFF
391,113,1,Ingress Occultation,# SO: Horizontal Bin (135:205;0:1047)-Tint = 75 ms -20 bit - Rhythm = 1134 ms
