mode,acq_mode,bias_average,dark_average,science_average,vstart,vend,hstart,hend,vod_value,vrd_value,start_delay,acq_delay,integration_time,num_acqs,num_flush,dark_so_steps,dark_nadir_steps,motor_delay,motor_start_position,flag_register,binning_size,control_bits
2,1,0,0,0,47,240,0,1047,4095,3480,1,0,65000,65534,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (47:240;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67070 ms
2,1,0,0,0,0,255,0,1047,4095,3480,1,0,65000,65534,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (0:255;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67723 ms
1,0,0,0,0,140,205,0,1047,4095,3480,1,2635,5,60,242,5,5,125,7,204,0,0 # SO: CCD CALIBRATION - Full Frame (140:205;0:1047) - Tint = 5 ms -16 bit - Rhythm = 3361 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,60000,20,242,0,0,125,7,140,0,0 # NADIR: CCD CALIBRATION - Full Frame (47:240;0:1047) - Tint = 60000 ms -16 bit - Rhythm = 62070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,1786,5000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,15000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 17070 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,50340,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,46340,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,41340,12000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 12000 ms -16 bit - Rhythm = 56063 ms
1,0,0,0,0,140,205,0,1047,4095,3480,1,2610,30,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (140:205;0:1047) - Tint = 30 ms -16 bit - Rhythm = 3361 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2159 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2159 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,3786,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,6954,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 12024 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,10102,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 15172 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,14843,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 19913 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,1786,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,4954,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 12024 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,8102,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 15172 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,12843,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 19913 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,2954,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 12024 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,6102,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 15172 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,10843,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 19913 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,3102,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 15172 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,7843,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 19913 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 15070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,4843,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 19913 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 18070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,7419,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 25489 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22070 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,3463,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 8427 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,7125,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 12089 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,9428,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 14392 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,15184,3000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,1463,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8427 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,5125,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 12089 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,7428,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 14392 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,13184,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 8964 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,3125,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 12089 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,5428,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 14392 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,11184,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 11964 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,2428,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 14392 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,8184,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 14964 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,5184,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 17964 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,7221,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 25185 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 21964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 6964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,5117,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 12081 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,7993,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 14957 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,13085,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 20049 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 8964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,3117,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12081 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,5993,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 14957 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,11085,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 20049 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 11964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,2993,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 14957 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,8085,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 20049 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 14964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,5085,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 20049 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 17964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,6833,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 24797 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 20000 ms -20 bit - Rhythm = 21964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 6964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,5145,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 12109 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,8269,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 15233 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,12712,5000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 5000 ms -20 bit - Rhythm = 19676 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 8964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,3145,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12109 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,6269,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 15233 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,10712,7000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 19676 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 11964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,3269,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 15233 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,7712,10000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 19676 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,13000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 14964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,4712,13000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 13000 ms -20 bit - Rhythm = 19676 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,16000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 17964 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,6890,16000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 16000 ms -20 bit - Rhythm = 24854 ms
2,2,0,0,0,57,240,0,1047,4095,3480,1,0,20000,65534,242,5,5,125,7,74,7,0 # NADIR: Horizontal Bin (57:240;0:1047)-Tint = 20000 ms -20 bit - Rhythm = 21964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 5000 ms -16 bit - Rhythm = 6964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,8150,5000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 5000 ms -16 bit - Rhythm = 15114 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 7000 ms -16 bit - Rhythm = 8964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,6150,7000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 7000 ms -16 bit - Rhythm = 15114 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 10000 ms -16 bit - Rhythm = 11964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,8295,10000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 10000 ms -16 bit - Rhythm = 20259 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 13000 ms -16 bit - Rhythm = 14964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,5295,13000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 13000 ms -16 bit - Rhythm = 20259 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 16000 ms -16 bit - Rhythm = 17964 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,7093,16000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 16000 ms -16 bit - Rhythm = 25057 ms
2,0,0,0,0,57,240,0,327,4095,3480,1,0,20000,65534,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:327) - Tint = 20000 ms -16 bit - Rhythm = 21964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,0,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 5000 ms -20 bit - Rhythm = 6964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,22576,5000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 5000 ms -20 bit - Rhythm = 29540 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,0,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 7000 ms -20 bit - Rhythm = 8964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,20576,7000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 7000 ms -20 bit - Rhythm = 29540 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,0,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 10000 ms -20 bit - Rhythm = 11964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,30236,10000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 10000 ms -20 bit - Rhythm = 42200 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,0,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 13000 ms -20 bit - Rhythm = 14964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,27236,13000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 13000 ms -20 bit - Rhythm = 42200 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,0,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 16000 ms -20 bit - Rhythm = 17964 ms
2,2,0,0,0,57,240,0,327,4095,3480,1,31269,16000,65534,242,5,5,125,7,74,3,0 # NADIR: Horizontal Bin (57:240;0:327)-Tint = 16000 ms -20 bit - Rhythm = 49233 ms
