TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
72,2,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,3,14,Dayside Nadir,UVIS Switch OFF
-1,4,1,Dayside Nadir,UVIS Switch OFF
64,5,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,6,1,Dayside Nadir,UVIS Switch OFF
-1,7,14,Dayside Nadir,UVIS Switch OFF
-1,8,1,Dayside Nadir,UVIS Switch OFF
68,9,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,10,1,Dayside Nadir,UVIS Switch OFF
72,11,7,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,12,14,Dayside Nadir,UVIS Switch OFF
64,13,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
72,14,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,15,14,Dayside Nadir,UVIS Switch OFF
-1,16,1,Dayside Nadir,UVIS Switch OFF
-1,17,1,Dayside Nadir,UVIS Switch OFF
-1,18,14,Dayside Nadir,UVIS Switch OFF
79,19,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,14,Dayside Nadir,UVIS Switch OFF
-1,22,1,Dayside Nadir,UVIS Switch OFF
-1,23,3,Dayside Nadir,UVIS Switch OFF
-1,24,14,Dayside Nadir,UVIS Switch OFF
-1,25,14,Dayside Nadir,UVIS Switch OFF
-1,26,1,Dayside Nadir,UVIS Switch OFF
68,27,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,28,14,Dayside Nadir,UVIS Switch OFF
-1,29,1,Dayside Nadir,UVIS Switch OFF
-1,30,14,Dayside Nadir,UVIS Switch OFF
68,31,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,32,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,33,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,34,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,35,1,Dayside Nadir,UVIS Switch OFF
-1,36,7,Dayside Nadir,UVIS Switch OFF
79,37,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,38,1,Dayside Nadir,UVIS Switch OFF
-1,39,1,Dayside Nadir,UVIS Switch OFF
-1,40,14,Dayside Nadir,UVIS Switch OFF
-1,41,14,Dayside Nadir,UVIS Switch OFF
-1,42,1,Dayside Nadir,UVIS Switch OFF
-1,43,14,Dayside Nadir,UVIS Switch OFF
68,44,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,45,3,Dayside Nadir,UVIS Switch OFF
-1,46,14,Dayside Nadir,UVIS Switch OFF
68,47,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,48,1,Dayside Nadir,UVIS Switch OFF
-1,49,14,Dayside Nadir,UVIS Switch OFF
-1,50,14,Dayside Nadir,UVIS Switch OFF
-1,51,1,Dayside Nadir,UVIS Switch OFF
79,52,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,53,14,Dayside Nadir,UVIS Switch OFF
-1,54,1,Dayside Nadir,UVIS Switch OFF
64,55,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,56,1,Dayside Nadir,UVIS Switch OFF
-1,57,1,Dayside Nadir,UVIS Switch OFF
-1,58,14,Dayside Nadir,UVIS Switch OFF
-1,59,14,Dayside Nadir,UVIS Switch OFF
-1,60,1,Dayside Nadir,UVIS Switch OFF
-1,61,14,Dayside Nadir,UVIS Switch OFF
-1,62,47,Dayside Nadir,UVIS Switch OFF
-1,63,1,Dayside Nadir,UVIS Switch OFF
-1,64,1,Dayside Nadir,UVIS Switch OFF
64,65,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,66,1,Dayside Nadir,UVIS Switch OFF
-1,67,14,Dayside Nadir,UVIS Switch OFF
-1,68,14,Dayside Nadir,UVIS Switch OFF
-1,69,1,Dayside Nadir,UVIS Switch OFF
-1,70,1,Dayside Nadir,UVIS Switch OFF
-1,71,47,Dayside Nadir,UVIS Switch OFF
-1,72,14,Dayside Nadir,UVIS Switch OFF
79,73,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,74,14,Dayside Nadir,UVIS Switch OFF
-1,75,1,Dayside Nadir,UVIS Switch OFF
-1,76,14,Dayside Nadir,UVIS Switch OFF
-1,77,14,Dayside Nadir,UVIS Switch OFF
-1,78,1,Dayside Nadir,UVIS Switch OFF
-1,79,14,Dayside Nadir,UVIS Switch OFF
68,80,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
64,81,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
68,82,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,83,14,Dayside Nadir,UVIS Switch OFF
-1,84,1,Dayside Nadir,UVIS Switch OFF
-1,85,14,Dayside Nadir,UVIS Switch OFF
-1,86,14,Dayside Nadir,UVIS Switch OFF
-1,87,14,Dayside Nadir,UVIS Switch OFF
-1,88,1,Dayside Nadir,UVIS Switch OFF
72,89,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,90,14,Dayside Nadir,UVIS Switch OFF
-1,91,47,Dayside Nadir,UVIS Switch OFF
72,92,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
64,93,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
79,94,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,95,1,Dayside Nadir,UVIS Switch OFF
-1,96,14,Dayside Nadir,UVIS Switch OFF
-1,97,47,Dayside Nadir,UVIS Switch OFF
-1,98,1,Dayside Nadir,UVIS Switch OFF
68,99,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,100,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,101,1,Dayside Nadir,UVIS Switch OFF
64,102,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
79,103,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,104,14,Dayside Nadir,UVIS Switch OFF
72,105,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,106,14,Dayside Nadir,UVIS Switch OFF
-1,107,1,Dayside Nadir,UVIS Switch OFF
-1,108,1,Dayside Nadir,UVIS Switch OFF
-1,109,47,Dayside Nadir,UVIS Switch OFF
-1,110,14,Dayside Nadir,UVIS Switch OFF
-1,111,1,Dayside Nadir,UVIS Switch OFF
68,112,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,113,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,114,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,115,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,116,1,Dayside Nadir,UVIS Switch OFF
64,117,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,118,14,Dayside Nadir,UVIS Switch OFF
-1,119,1,Dayside Nadir,UVIS Switch OFF
-1,120,14,Dayside Nadir,UVIS Switch OFF
-1,121,14,Dayside Nadir,UVIS Switch OFF
-1,122,1,Dayside Nadir,UVIS Switch OFF
-1,123,1,Dayside Nadir,UVIS Switch OFF
-1,124,14,Dayside Nadir,UVIS Switch OFF
-1,125,1,Dayside Nadir,UVIS Switch OFF
72,126,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,127,14,Dayside Nadir,UVIS Switch OFF
-1,128,1,Dayside Nadir,UVIS Switch OFF
-1,129,1,Dayside Nadir,UVIS Switch OFF
64,130,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,131,1,Dayside Nadir,UVIS Switch OFF
-1,132,14,Dayside Nadir,UVIS Switch OFF
-1,133,47,Dayside Nadir,UVIS Switch OFF
-1,134,1,Dayside Nadir,UVIS Switch OFF
68,135,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,136,1,Dayside Nadir,UVIS Switch OFF
-1,137,1,Dayside Nadir,UVIS Switch OFF
-1,138,14,Dayside Nadir,UVIS Switch OFF
79,139,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,140,1,Dayside Nadir,UVIS Switch OFF
-1,141,14,Dayside Nadir,UVIS Switch OFF
-1,142,1,Dayside Nadir,UVIS Switch OFF
-1,143,14,Dayside Nadir,UVIS Switch OFF
-1,144,1,Dayside Nadir,UVIS Switch OFF
-1,145,14,Dayside Nadir,UVIS Switch OFF
-1,146,1,Dayside Nadir,UVIS Switch OFF
64,147,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,148,1,Dayside Nadir,UVIS Switch OFF
-1,149,14,Dayside Nadir,UVIS Switch OFF
68,150,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,151,1,Dayside Nadir,UVIS Switch OFF
-1,152,14,Dayside Nadir,UVIS Switch OFF
-1,153,14,Dayside Nadir,UVIS Switch OFF
79,154,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
