mode,acq_mode,bias_average,dark_average,science_average,vstart,vend,hstart,hend,vod_value,vrd_value,start_delay,acq_delay,integration_time,num_acqs,num_flush,dark_so_steps,dark_nadir_steps,motor_delay,motor_start_position,flag_register,binning_size,control_bits
2,1,0,0,0,47,240,0,1047,4095,3480,1,0,65000,27,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (47:240;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67070 ms
2,1,0,0,0,0,255,0,1047,4095,3480,1,0,65000,27,242,5,5,125,7,74,0,0 # NADIR: Vertical Bin (0:255;0:1047) -Tint = 65000 ms -20 bit - Rhythm = 67723 ms
1,0,0,0,0,140,205,0,1047,4095,3480,1,2635,5,60,242,5,5,125,7,204,0,0 # SO: CCD CALIBRATION - Full Frame (140:205;0:1047) - Tint = 5 ms -16 bit - Rhythm = 3361 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,60000,20,242,0,0,125,7,140,0,0 # NADIR: CCD CALIBRATION - Full Frame (47:240;0:1047) - Tint = 60000 ms -16 bit - Rhythm = 62070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,1786,5000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,15000,10,242,0,0,125,7,138,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 17070 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,50340,3000,33,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,46340,7000,33,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 56063 ms
2,0,0,0,0,0,255,0,1047,4095,3480,1,41340,12000,33,242,5,5,125,7,202,0,0 # NADIR: Full Frame (0:255;0:1047) - Tint = 12000 ms -16 bit - Rhythm = 56063 ms
1,0,0,0,0,140,205,0,1047,4095,3480,1,2610,30,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (140:205;0:1047) - Tint = 30 ms -16 bit - Rhythm = 3361 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2405,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 40 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1692,40,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 40 ms -16 bit - Rhythm = 2159 ms
1,0,0,0,0,0,37,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (0:37;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2153 ms
1,0,0,0,0,8,67,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (8:67;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3098 ms
1,0,0,0,0,38,97,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (38:97;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3099 ms
1,0,0,0,0,68,127,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (68:127;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3100 ms
1,0,0,0,0,98,157,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (98:157;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3101 ms
1,0,0,0,0,128,187,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (128:187;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3102 ms
1,0,0,0,0,158,217,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (158:217;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3103 ms
1,0,0,0,0,188,247,0,1047,4095,3480,1,2445,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (188:247;0:1047) - Tint = 0 ms -16 bit - Rhythm = 3104 ms
1,0,0,0,0,218,255,0,1047,4095,3480,1,1732,0,65534,242,5,5,125,7,202,0,0 # SO: Full Frame (218:255;0:1047) - Tint = 0 ms -16 bit - Rhythm = 2159 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,3786,3000,204,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,26790,3000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 31860 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,37410,3000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,58649,3000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,1786,5000,204,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8856 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,24790,5000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 31860 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,35410,5000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,56649,5000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,7000,199,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,22790,7000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 31860 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,33410,7000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,54649,7000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,10000,150,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,19790,10000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 31860 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,30410,10000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,51649,10000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,13000,120,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 15070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,27410,13000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,48649,13000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,16000,100,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 18070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,13790,16000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 31860 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,24410,16000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,45649,16000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,0,20000,82,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22070 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,20410,20000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,41649,20000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,10410,30000,43,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 30000 ms -16 bit - Rhythm = 42480 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,31649,30000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 30000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,16649,45000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 45000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,47,240,0,1047,4095,3480,1,1649,60000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (47:240;0:1047) - Tint = 60000 ms -16 bit - Rhythm = 63719 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,15184,3000,90,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,25258,3000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,35332,3000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,55480,3000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 3000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,13184,5000,90,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,23258,5000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,33332,5000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,53480,5000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,11184,7000,90,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,21258,7000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,31332,7000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,51480,7000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,8184,10000,90,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 20148 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,28332,10000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,48480,10000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,15258,13000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,25332,13000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,45480,13000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 13000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,12258,16000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,22332,16000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,42480,16000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 16000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,8258,20000,60,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 30222 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,18332,20000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,38480,20000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,8332,30000,45,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 30000 ms -16 bit - Rhythm = 40296 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,28480,30000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 30000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,13480,45000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 45000 ms -16 bit - Rhythm = 60444 ms
2,0,0,0,0,57,240,0,1047,4095,3480,1,0,60000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:1047) - Tint = 60000 ms -16 bit - Rhythm = 61964 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,15496,5000,81,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 5000 ms -16 bit - Rhythm = 22460 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,22982,5000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 5000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,37955,5000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 5000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,13496,7000,81,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 7000 ms -16 bit - Rhythm = 22460 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,20982,7000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 7000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,35955,7000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 7000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,10496,10000,81,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 10000 ms -16 bit - Rhythm = 22460 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,17982,10000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 10000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,32955,10000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 10000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,7496,13000,81,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 13000 ms -16 bit - Rhythm = 22460 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,14982,13000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 13000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,29955,13000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 13000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,4496,16000,81,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 16000 ms -16 bit - Rhythm = 22460 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,11982,16000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 16000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,26955,16000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 16000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,7982,20000,61,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 20000 ms -16 bit - Rhythm = 29946 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,22955,20000,41,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 20000 ms -16 bit - Rhythm = 44919 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,42205,20000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 20000 ms -16 bit - Rhythm = 64169 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,0,30000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 30000 ms -16 bit - Rhythm = 31964 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,0,45000,39,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 45000 ms -16 bit - Rhythm = 46964 ms
2,0,0,0,0,57,240,0,777,4095,3480,1,0,60000,30,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:777) - Tint = 60000 ms -16 bit - Rhythm = 61964 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,8912,5000,114,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 5000 ms -16 bit - Rhythm = 15876 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,14204,5000,86,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 5000 ms -16 bit - Rhythm = 21168 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,24787,5000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 5000 ms -16 bit - Rhythm = 31751 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,6912,7000,114,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 7000 ms -16 bit - Rhythm = 15876 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,12204,7000,86,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 7000 ms -16 bit - Rhythm = 21168 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,22787,7000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 7000 ms -16 bit - Rhythm = 31751 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,3912,10000,114,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 10000 ms -16 bit - Rhythm = 15876 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,9204,10000,86,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 10000 ms -16 bit - Rhythm = 21168 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,19787,10000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 10000 ms -16 bit - Rhythm = 31751 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,912,13000,114,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 13000 ms -16 bit - Rhythm = 15876 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,6204,13000,86,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 13000 ms -16 bit - Rhythm = 21168 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,16787,13000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 13000 ms -16 bit - Rhythm = 31751 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,3204,16000,86,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 16000 ms -16 bit - Rhythm = 21168 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,13787,16000,57,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 16000 ms -16 bit - Rhythm = 31751 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,45538,16000,29,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 16000 ms -16 bit - Rhythm = 63502 ms
2,0,0,0,0,57,240,0,548,4095,3480,1,0,20000,82,242,5,5,125,7,202,0,0 # NADIR: Full Frame (57:240;0:548) - Tint = 20000 ms -16 bit - Rhythm = 21964 ms
