Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Ingress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,2,38763,0,0,0,1,0,2026 AUG 01 17:09:24,2026 AUG 01 17:21:09,2026 AUG 01 17:09:34,2026 AUG 01 17:21:09,N/A,N/A,2026 AUG 01 17:16:54,2026 AUG 01 17:21:09,2026 AUG 01 17:17:24,70.643,-140.9186,2026 AUG 01 17:20:39,71.3598,-139.2989,2026 AUG 01 17:20:05,0.046021,2488,15.4408,328.6902,25.2259,N/A,46.1912,71.2833,10,480,641,30,30,695,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,255,300,1200,1400002C000A01E002811E1E02B70301000D000D0000000000000000000000000000000001C200FF012C04B0
1,1,2,0,4,38765,0,0,0,1,0,2026 AUG 01 21:05:18,2026 AUG 01 21:17:03,2026 AUG 01 21:05:28,2026 AUG 01 21:17:03,N/A,N/A,2026 AUG 01 21:12:48,2026 AUG 01 21:17:03,2026 AUG 01 21:13:18,70.6738,161.7349,2026 AUG 01 21:16:33,71.3529,163.6569,2026 AUG 01 21:15:59,-0.39666,2488,15.4642,328.7807,25.2259,N/A,46.1912,71.2833,10,480,641,30,30,695,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,255,300,1200,1400002C000A01E002811E1E02B70301000D000D0000000000000000000000000000000001C200FF012C04B0
1,1,3,0,6,38767,0,0,0,1,0,2026 AUG 02 01:01:06,2026 AUG 02 01:12:51,2026 AUG 02 01:01:16,2026 AUG 02 01:12:51,N/A,N/A,2026 AUG 02 01:08:36,2026 AUG 02 01:12:51,2026 AUG 02 01:09:06,70.7084,104.4022,2026 AUG 02 01:12:21,71.5622,107.4536,2026 AUG 02 01:11:46,-0.84102,2488,15.5422,328.8711,25.2259,N/A,46.1912,71.2833,10,480,640,30,30,695,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,255,300,1199,1400002C000A01E002801E1E02B70301000D000D0000000000000000000000000000000001C200FF012C04AF
1,1,4,0,14,38775,0,0,0,1,0,2026 AUG 02 16:44:34,2026 AUG 02 16:56:19,2026 AUG 02 16:44:44,2026 AUG 02 16:56:19,N/A,N/A,2026 AUG 02 16:52:04,2026 AUG 02 16:56:19,2026 AUG 02 16:52:34,70.5918,-124.3005,2026 AUG 02 16:55:49,71.0797,-120.718,2026 AUG 02 16:55:15,-2.7154,2486,15.6344,329.2327,25.2259,N/A,46.1912,71.2833,10,480,641,30,30,695,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,255,300,1200,1400002C000A01E002811E1E02B70301000D000D0000000000000000000000000000000001C200FF012C04B0
1,1,5,0,16,38777,0,0,0,1,0,2026 AUG 02 20:40:29,2026 AUG 02 20:52:14,2026 AUG 02 20:40:39,2026 AUG 02 20:52:14,N/A,N/A,2026 AUG 02 20:47:59,2026 AUG 02 20:52:14,2026 AUG 02 20:48:29,70.592,178.4309,2026 AUG 02 20:51:44,70.6159,-179.3368,2026 AUG 02 20:51:10,-3.1704,2486,15.5533,329.3231,25.2259,N/A,46.1912,71.2833,10,480,641,30,30,695,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,255,300,1200,1400002C000A01E002811E1E02B70301000D000D0000000000000000000000000000000001C200FF012C04B0
1,1,6,0,18,38779,0,0,0,1,0,2026 AUG 03 00:36:17,2026 AUG 03 00:48:03,2026 AUG 03 00:36:27,2026 AUG 03 00:48:03,N/A,N/A,2026 AUG 03 00:43:47,2026 AUG 03 00:48:03,2026 AUG 03 00:44:17,70.6382,121.0681,2026 AUG 03 00:47:33,71.0602,125.3515,2026 AUG 03 00:46:58,-3.6127,2486,15.6908,329.4134,25.3205,N/A,46.3723,71.5585,10,480,641,30,30,696,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,256,300,947,1400002C000A01E002811E1E02B80301000D000D0000000000000000000000000000000001C20100012C03B3
1,1,7,0,20,38781,0,0,0,1,0,2026 AUG 03 04:32:08,2026 AUG 03 04:43:54,2026 AUG 03 04:32:18,2026 AUG 03 04:43:54,N/A,N/A,2026 AUG 03 04:39:38,2026 AUG 03 04:43:54,2026 AUG 03 04:40:08,70.5466,64.0568,2026 AUG 03 04:43:24,70.6989,67.7464,2026 AUG 03 04:42:50,-4.0906,2485,15.6764,329.5037,25.3205,N/A,46.3723,71.5585,10,480,642,30,30,696,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,256,300,948,1400002C000A01E002821E1E02B80301000D000D0000000000000000000000000000000001C20100012C03B4
1,1,8,0,28,38789,0,0,0,1,0,2026 AUG 03 20:15:41,2026 AUG 03 20:27:27,2026 AUG 03 20:15:51,2026 AUG 03 20:27:27,N/A,N/A,2026 AUG 03 20:23:11,2026 AUG 03 20:27:27,2026 AUG 03 20:23:41,70.4628,-164.7812,2026 AUG 03 20:26:57,70.0103,-161.6013,2026 AUG 03 20:26:23,-5.9473,2481,15.6917,329.8646,25.3205,N/A,46.3723,71.5585,10,480,642,30,30,696,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,256,300,948,1400002C000A01E002821E1E02B80301000D000D0000000000000000000000000000000001C20100012C03B4
1,1,9,0,30,38791,0,0,0,1,0,2026 AUG 04 00:11:30,2026 AUG 04 00:23:17,2026 AUG 04 00:11:40,2026 AUG 04 00:23:17,N/A,N/A,2026 AUG 04 00:19:00,2026 AUG 04 00:23:17,2026 AUG 04 00:19:30,70.5134,137.8432,2026 AUG 04 00:22:47,70.3698,142.7862,2026 AUG 04 00:22:12,-6.3884,2480,15.8094,329.9548,25.4152,N/A,46.5535,71.8337,10,480,642,30,30,697,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,257,300,950,1400002C000A01E002821E1E02B90301000D000D0000000000000000000000000000000001C20101012C03B6
1,1,10,0,32,38793,0,0,0,1,0,2026 AUG 04 04:07:20,2026 AUG 04 04:19:07,2026 AUG 04 04:07:30,2026 AUG 04 04:19:07,N/A,N/A,2026 AUG 04 04:14:50,2026 AUG 04 04:19:07,2026 AUG 04 04:15:20,70.43,80.8019,2026 AUG 04 04:18:37,70.2264,86.0014,2026 AUG 04 04:18:02,-6.8593,2479,15.8492,330.0449,25.4152,N/A,46.5535,71.8337,10,480,642,30,30,697,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,257,300,950,1400002C000A01E002821E1E02B90301000D000D0000000000000000000000000000000001C20101012C03B6
