MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2023 SEP 02 02:18:00,71.1576,-111.9669,311.7992,15.0658,54.8544,2.3168e-14,54.8544,2023 SEP 02 02:39:00,66.3781,-110.1233,428.7677,15.5294,54.5694,67.2117,14.9719
2023 SEP 03 02:36:00,69.8673,-106.1638,311.093,15.1047,54.3537,3.1092e-14,54.3537,2023 SEP 02 02:39:00,66.3781,-110.1233,428.7677,15.5294,54.5694,67.2117,14.9719
2023 SEP 03 08:12:00,68.2581,172.9677,312.7479,15.1642,53.7501,2.5695e-14,53.7501,2023 SEP 03 08:12:00,70.727,170.1375,431.9935,14.9756,54.349,0.79191,54.2998
2023 SEP 04 16:00:00,70.9368,67.4278,311.1483,15.0803,54.9925,9.031e-15,54.9925,2023 SEP 04 15:39:00,71.8771,70.9916,432.879,14.9772,55.1586,0.085816,55.1862
2023 SEP 05 08:51:00,75.1694,179.4333,315.6017,14.9481,57.1759,2.0116e-14,57.1759,2023 SEP 05 09:21:00,73.1778,176.5065,432.5331,15.2394,56.9243,0.27733,56.8627
2023 SEP 06 20:21:00,70.1581,23.7424,313.3696,15.1219,54.9021,1.8062e-14,54.9021,2023 SEP 07 20:18:00,72.8946,26.9106,432.8067,14.6447,54.9679,0.18166,54.8701
2023 SEP 06 22:15:00,75.7152,-6.8983,314.5118,14.9286,57.6075,6.5115e-15,57.6075,2023 SEP 06 22:42:00,74.3668,-6.3104,433.3465,15.4058,58.2829,0.12536,58.242
2023 SEP 08 07:54:00,74.7468,-137.8492,312.1328,14.9514,57.1791,1.3587e-14,57.1791,2023 SEP 08 08:06:00,73.801,-141.4851,434.4539,14.9036,56.4306,0.090494,56.3782
2023 SEP 09 04:27:00,71.3811,-75.8737,312.1377,15.0853,55.6628,1.2137e-14,55.6628,2023 SEP 09 03:45:00,73.8025,-71.2235,432.2438,14.7139,55.9202,0.12157,55.9204
2023 SEP 09 21:18:00,75.9417,35.2544,314.3818,14.8944,57.9312,1.8062e-14,57.9312,2023 SEP 09 21:27:00,74.728,35.948,433.4976,15.0867,57.7229,0.11261,57.768
