S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 OCT 29 14:36:00,72.3067,94.0657,313.3723,4.3083,82.2521,2.5619e-14,82.2521
TGO,2023 OCT 29 14:15:00,72.5972,97.5445,433.3807,4.1997,82.5325,0.48997,82.8042

MRO,2023 OCT 29 20:12:00,74.1982,12.9966,316.0788,4.3544,81.2313,6.5569e-15,81.2313
TGO,2023 OCT 29 20:09:00,72.8795,12.2254,433.1191,4.2544,82.2243,0.66109,82.4855

MRO,2023 OCT 31 09:36:00,75.2665,-172.3755,315.5958,4.3997,80.8468,1.2974e-14,80.8468
TGO,2023 OCT 31 09:30:00,74.0775,-170.5815,433.8797,4.4219,81.2991,0.4587,81.5286

MRO,2023 OCT 31 15:12:00,77.4503,108.1774,316.7821,4.5542,79.4652,9.6733e-15,79.4652
TGO,2023 OCT 31 15:24:00,74.5844,106.1185,434.1935,4.6114,80.4392,0.45303,80.6589

MRO,2023 NOV 01 23:00:00,76.2375,2.4717,317.2993,4.4597,80.4862,8.996e-15,80.4862
TGO,2023 NOV 01 22:51:00,74.9935,7.013,434.3386,4.6164,80.4772,0.44885,80.6947

MRO,2023 NOV 02 04:36:00,78.2529,-76.9049,314.1348,4.6186,79.2247,8.7194e-15,79.2247
TGO,2023 NOV 02 04:45:00,75.3208,-75.655,433.6855,4.8481,79.5815,0.44441,79.7886

MRO,2023 NOV 02 10:12:00,80.0177,-156.7765,315.9064,4.7447,78.2809,1.6373e-14,78.2809
TGO,2023 NOV 02 10:39:00,75.4663,-160.34,434.1117,4.9453,79.2324,0.44242,79.4352

