Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2026 JAN 21 18:04:36,2026 JAN 21 20:02:33,7077,2026 JAN 21 18:02:36,2026 JAN 21 19:01:34,3538,2026 JAN 21 19:01:35,2026 JAN 21 20:00:33,3538,66.2149,2026 JAN 21 19:31:23
3,3,2,2026 JAN 21 20:02:34,2026 JAN 21 22:00:31,7077,2026 JAN 21 20:00:34,2026 JAN 21 20:59:34,3540,2026 JAN 21 20:59:35,2026 JAN 21 21:58:31,3536,65.98,2026 JAN 21 21:29:21
3,3,3,2026 JAN 21 22:00:32,2026 JAN 21 23:58:25,7073,2026 JAN 21 21:58:32,2026 JAN 21 22:57:30,3538,2026 JAN 21 22:57:31,2026 JAN 21 23:56:25,3534,65.7528,2026 JAN 21 23:27:17
3,3,4,2026 JAN 21 23:58:26,2026 JAN 22 01:56:17,7071,2026 JAN 21 23:56:26,2026 JAN 22 00:55:22,3536,2026 JAN 22 00:55:23,2026 JAN 22 01:54:17,3534,65.5189,2026 JAN 22 01:25:08
3,3,5,2026 JAN 22 01:56:18,2026 JAN 22 03:54:13,7075,2026 JAN 22 01:54:18,2026 JAN 22 02:53:16,3538,2026 JAN 22 02:53:17,2026 JAN 22 03:52:13,3536,65.2692,2026 JAN 22 03:23:03
3,3,6,2026 JAN 22 03:54:14,2026 JAN 22 05:52:12,7078,2026 JAN 22 03:52:14,2026 JAN 22 04:51:13,3539,2026 JAN 22 04:51:14,2026 JAN 22 05:50:12,3538,65.0182,2026 JAN 22 05:21:02
3,3,7,2026 JAN 22 05:52:13,2026 JAN 22 07:50:13,7080,2026 JAN 22 05:50:13,2026 JAN 22 06:49:12,3539,2026 JAN 22 06:49:13,2026 JAN 22 07:48:13,3540,64.7659,2026 JAN 22 07:19:02
3,3,8,2026 JAN 22 07:50:14,2026 JAN 22 09:48:12,7078,2026 JAN 22 07:48:14,2026 JAN 22 08:47:11,3537,2026 JAN 22 08:47:12,2026 JAN 22 09:46:12,3540,64.5199,2026 JAN 22 09:17:00
3,3,9,2026 JAN 22 09:48:13,2026 JAN 22 11:46:06,7073,2026 JAN 22 09:46:13,2026 JAN 22 10:45:08,3535,2026 JAN 22 10:45:09,2026 JAN 22 11:44:06,3537,64.288,2026 JAN 22 11:14:56
3,3,10,2026 JAN 22 11:46:07,2026 JAN 22 13:43:57,7070,2026 JAN 22 11:44:07,2026 JAN 22 12:43:02,3535,2026 JAN 22 12:43:03,2026 JAN 22 13:41:57,3534,64.0615,2026 JAN 22 13:12:49
