TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
72,2,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,3,14,Dayside Nadir,UVIS Switch OFF
-1,4,14,Dayside Nadir,UVIS Switch OFF
145,5,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,6,14,Dayside Nadir,UVIS Switch OFF
-1,7,47,Dayside Nadir,UVIS Switch OFF
-1,8,14,Dayside Nadir,UVIS Switch OFF
-1,9,14,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
-1,11,14,Dayside Nadir,UVIS Switch OFF
-1,12,14,Dayside Nadir,UVIS Switch OFF
-1,13,47,Dayside Nadir,UVIS Switch OFF
-1,14,14,Dayside Nadir,UVIS Switch OFF
72,15,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,16,14,Dayside Nadir,UVIS Switch OFF
-1,17,14,Dayside Nadir,UVIS Switch OFF
-1,18,47,Dayside Nadir,UVIS Switch OFF
-1,19,14,Dayside Nadir,UVIS Switch OFF
-1,20,14,Dayside Nadir,UVIS Switch OFF
72,21,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
72,22,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,23,14,Dayside Nadir,UVIS Switch OFF
-1,24,47,Dayside Nadir,UVIS Switch OFF
-1,25,14,Dayside Nadir,UVIS Switch OFF
-1,26,14,Dayside Nadir,UVIS Switch OFF
-1,27,14,Dayside Nadir,UVIS Switch OFF
-1,28,14,Dayside Nadir,UVIS Switch OFF
-1,29,14,Dayside Nadir,UVIS Switch OFF
-1,30,14,Dayside Nadir,UVIS Switch OFF
-1,31,14,Dayside Nadir,UVIS Switch OFF
-1,32,14,Dayside Nadir,UVIS Switch OFF
-1,33,14,Dayside Nadir,UVIS Switch OFF
-1,34,14,Dayside Nadir,UVIS Switch OFF
-1,35,3,Dayside Nadir,UVIS Switch OFF
-1,36,14,Dayside Nadir,UVIS Switch OFF
-1,37,14,Dayside Nadir,UVIS Switch OFF
-1,38,14,Dayside Nadir,UVIS Switch OFF
-1,39,14,Dayside Nadir,UVIS Switch OFF
-1,40,14,Dayside Nadir,UVIS Switch OFF
-1,41,14,Dayside Nadir,UVIS Switch OFF
-1,42,14,Dayside Nadir,UVIS Switch OFF
-1,43,14,Dayside Nadir,UVIS Switch OFF
-1,44,14,Dayside Nadir,UVIS Switch OFF
