S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 MAR 21 08:48:00,-47.9253,-171.8983,249.5239,15.2911,71.4201,7.2806e-14,71.4201
TGO,2021 MAR 21 08:45:00,-48.5063,-170.2856,381.6537,15.35,72.2361,0.5064,72.1819

MRO,2021 MAR 21 08:51:00,-38.1907,-173.5001,250.7311,15.2331,65.1114,2.3155e-14,65.1114
TGO,2021 MAR 21 08:42:00,-39.9286,-174.3737,382.0312,15.0289,64.2623,0.49925,64.2008

MRO,2021 MAR 24 07:45:00,-56.4427,-126.393,248.4568,15.3942,77.8854,7.2876e-14,77.8854
TGO,2021 MAR 24 07:33:00,-57.5717,-125.9228,380.3939,15.2308,77.5802,3.5965,81.09

MRO,2021 MAR 27 12:18:00,-66.1491,-161.9184,249.1625,15.5467,85.2406,3.556e-15,85.2406
TGO,2021 MAR 27 12:15:00,-66.8121,-161.6516,381.5172,15.5158,85.4993,0.42731,85.4963

MRO,2021 APR 08 22:15:00,74.2332,-7.9096,314.1766,3.8661,86.6253,2.2391e-14,86.6253
TGO,2021 APR 08 22:03:00,74.5728,-6.3404,433.882,3.7761,86.7333,0.45406,86.9819

MRO,2021 APR 09 03:51:00,75.1674,-88.626,310.8686,3.9367,85.8478,3.4422e-14,85.8478
TGO,2021 APR 09 03:57:00,74.558,-89.4739,434.6098,3.9775,86.0373,0.45439,86.2788

