S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 APR 14 01:15:00,64.534,-172.3097,311.4918,14.9125,49.9115,4.7708e-15,49.9115
TGO,2025 APR 14 01:21:00,63.8026,-173.479,430.7261,14.9319,49.6124,1.5747,50.3936

MRO,2025 APR 15 14:39:00,64.7423,1.6593,309.9916,14.9153,49.944,5.1397e-14,49.944
TGO,2025 APR 15 14:42:00,65.5083,-0.29484,430.3493,14.8339,49.9643,0.36231,50.1867

MRO,2025 APR 17 04:03:00,65.3973,175.4392,310.9339,14.9056,50.1654,2.5891e-14,50.1654
TGO,2025 APR 17 04:03:00,67.2452,173.5591,431.6168,14.7803,50.6518,1.0996,50.4079

MRO,2025 APR 23 15:18:00,75.223,64.3623,311.2014,14.6186,54.9503,2.9709e-14,54.9503
TGO,2025 APR 23 15:18:00,73.5693,65.5841,431.3191,14.7,54.0461,50.9964,5.339

MRO,2025 APR 25 00:57:00,73.6326,-65.5134,313.0197,14.7144,54.0581,2.163e-14,54.0581
TGO,2025 APR 25 00:45:00,73.1873,-64.754,431.9925,14.5706,53.313,1.929,53.7282

MRO,2025 MAY 10 22:24:00,75.568,124.5997,315.0848,14.6811,54.6273,1.8132e-14,54.6273
TGO,2025 MAY 10 22:03:00,75.4686,126.3992,434.4505,14.4603,53.9872,0.13167,54.0162

