S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 FEB 16 15:36:00,73.5098,-16.4184,314.0221,3.6183,82.3517,2.4026e-14,82.3517
TGO,2025 FEB 16 15:27:00,72.5012,-15.5,433.0493,3.5336,83.2696,0.5658,83.6932

MRO,2025 FEB 18 10:36:00,75.7642,77.6791,312.8155,3.7506,80.3342,3.863e-14,80.3342
TGO,2025 FEB 18 10:42:00,74.2422,78.0938,433.4058,3.8756,80.8254,0.45736,81.0759

MRO,2025 FEB 26 09:21:00,75.1905,172.1361,312.6524,3.7356,79.6776,1.4494e-14,79.6776
TGO,2025 FEB 26 09:21:00,75.9074,172.6362,432.5383,3.7689,79.1538,0.44014,79.3979

MRO,2025 MAR 06 13:42:00,75.5466,-174.1096,315.2942,3.7897,78.3059,1.4312e-14,78.3059
TGO,2025 MAR 06 13:54:00,74.9699,-173.7147,432.721,4.0108,77.9486,1.3315,78.9808

MRO,2025 MAR 12 17:27:00,71.8377,-173.236,314.7213,3.6742,80.2348,2.324e-14,80.2348
TGO,2025 MAR 12 17:18:00,73.5771,-174.7696,432.8519,3.4258,79.9525,0.46237,80.2242

MRO,2025 MAR 12 23:06:00,64.5378,102.03,312.5052,3.5253,85.5105,4.9605e-14,85.5105
TGO,2025 MAR 12 23:18:00,63.7218,103.1045,427.432,3.7914,84.7019,69.4461,46.3

MRO,2025 MAR 14 06:51:00,71.8138,0.83681,316.1654,3.6856,80.0404,5.2456e-14,80.0404
TGO,2025 MAR 14 06:39:00,72.2314,1.8994,431.4191,3.5617,80.2155,0.47584,80.4917

