S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 NOV 01 06:51:00,-25.3062,-143.0525,258.2166,15.6919,71.3661,1.7128e-14,71.3661
TGO,2021 NOV 01 06:48:00,-25.7818,-142.2408,382.4829,15.6975,71.7079,0.45039,71.6988

MRO,2021 NOV 01 06:54:00,-15.6435,-144.2566,261.2846,15.6606,65.4545,4.9784e-14,65.4545
TGO,2021 NOV 01 06:45:00,-16.9059,-144.136,384.6941,15.5225,64.5197,0.71206,64.7809

MRO,2021 NOV 02 18:18:00,-40.3733,60.3251,253.4292,15.7556,81.0673,3.8167e-14,81.0673
TGO,2021 NOV 02 18:15:00,-39.5859,60.7478,379.0554,15.735,80.3944,0.49949,80.3354

MRO,2021 NOV 04 07:39:00,-49.9811,-124.1817,253.1063,15.8094,87.3294,4.498e-14,87.3294
TGO,2021 NOV 04 07:39:00,-49.8357,-125.2847,379.2754,15.7358,86.6884,8.3019,94.9763

MRO,2021 NOV 07 16:54:00,68.4445,-47.2759,310.4752,4.0203,80.7724,2.7909e-14,80.7724
TGO,2021 NOV 07 17:18:00,66.5456,-48.986,431.2179,4.2958,80.4812,0.52737,80.7579

MRO,2021 NOV 08 17:15:00,60.6575,-44.6712,307.7091,3.895,86.056,3.4986e-14,86.056
TGO,2021 NOV 08 16:51:00,62.1481,-42.7002,428.9025,3.6369,86.5672,3.6996,89.8882

MRO,2021 NOV 11 23:45:00,67.2232,-109.1006,308.2453,4.0072,82.0217,1.8062e-14,82.0217
TGO,2021 NOV 11 23:30:00,68.6685,-108.998,431.5713,3.7706,82.2369,1.1325,83.2183

MRO,2021 NOV 13 16:51:00,74.0658,13.2034,313.9773,4.1653,77.8739,2.7131e-14,77.8739
TGO,2021 NOV 13 16:48:00,72.3613,15.1442,432.9074,4.2458,78.4486,0.47588,78.6974

MRO,2021 NOV 15 11:51:00,75.8906,106.8848,314.0941,4.2644,76.8536,2.7648e-14,76.8536
TGO,2021 NOV 15 12:03:00,74.234,108.4057,433.6639,4.5606,76.6166,0.45695,76.843

