MRO time overlap (UTC),MRO subSC lat (deg),MRO subSC lon (deg),MRO S/C altitude (km),MRO LST (h),MRO Incidence angle (deg),MRO Emission angle (deg),MRO Phase angle (deg),TGO time overlap (UTC),UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),TGO S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
2021 JUL 10 05:54:00,60.3503,41.0159,307.1219,3.9561,83.1428,1.5903e-14,83.1428,2021 JUL 10 06:33:00,56.9839,37.26,426.1931,4.3386,82.6568,0.58929,82.9743
2021 JUL 10 08:51:00,-31.4038,175.131,255.4595,15.7686,77.305,8.3034e-14,77.305,2021 JUL 10 08:39:00,-31.9672,176.4995,433.1267,15.6653,76.6442,175.7362,99.7164
2021 JUL 10 23:48:00,-33.9465,-42.9596,254.9634,15.7817,79.0546,1.7992e-14,79.0546,2021 JUL 10 23:09:00,-38.4302,-39.8954,381.3408,15.3531,78.1403,0.47996,78.0591
2021 JUL 11 05:21:00,-45.4325,-123.0936,252.9986,15.8417,86.8571,4.0731e-14,86.8571,2021 JUL 11 05:06:00,-48.1195,-122.276,379.3933,15.6528,87.1243,0.49481,87.0466
2021 JUL 11 11:48:00,65.0898,-34.6112,310.9969,4.0189,79.9042,4.3754e-14,79.9042,2021 JUL 11 12:03:00,60.3938,-33.6067,428.5249,4.3292,80.7989,0.57084,81.1053
2021 JUL 11 13:42:00,59.4728,-63.3831,306.3193,3.9503,83.6279,1.1901e-14,83.6279,2021 JUL 11 14:00:00,58.1428,-65.099,427.1577,4.1278,83.3169,0.58325,83.6421
2021 JUL 12 13:09:00,-44.2172,132.4411,253.5931,15.8311,86.0733,2.9323e-14,86.0733,2021 JUL 12 12:33:00,-49.2041,135.014,378.9332,15.4186,86.247,0.48245,86.1607
2021 JUL 12 19:36:00,63.2526,-139.2019,308.7573,4,81.002,4.9067e-14,81.002,2021 JUL 12 19:30:00,61.7615,-134.9735,429.8644,4.1844,80.833,0.48826,81.2634
2021 JUL 13 03:06:00,59.8657,110.6677,307.1873,3.9583,83.2474,2.0674e-14,83.2474,2021 JUL 13 03:21:00,60.1583,106.9384,426.663,3.9531,83.1006,0.57147,83.4274
2021 JUL 14 03:27:00,52.4836,114.0948,303.5148,3.8889,88.1889,5.4442e-14,88.1889,2021 JUL 14 02:54:00,55.7323,115.0956,423.6401,3.4203,89.0992,6.4124,95.002
2021 JUL 14 09:00:00,63.5792,34.723,309.14,3.9997,80.717,5.5819e-14,80.717,2021 JUL 14 08:51:00,63.6151,37.5649,429.8555,4.0433,80.4649,0.54927,80.7724
2021 JUL 14 14:36:00,65.8665,-46.5034,310.9063,4.0356,79.1777,1.5581e-14,79.1777,2021 JUL 14 14:45:00,64.2147,-48.6135,430.5735,4.0411,80.1121,0.56686,80.4426
2021 JUL 14 22:09:00,52.4413,-159.004,303.9036,3.8847,88.2028,5.9183e-14,88.2028,2021 JUL 15 22:09:00,55.6984,-156.34,428.2586,3.4236,89.0014,24.3023,85.991
2021 JUL 15 22:24:00,64.3031,-151.1913,310.8354,4.0103,80.1447,2.5692e-14,80.1447,2021 JUL 15 22:12:00,64.6086,-148.3105,431.8713,4.0075,79.9786,7.9697,79.1564
