TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,2,1,Dayside Nadir,UVIS Switch OFF
68,3,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,4,1,Dayside Nadir,UVIS Switch OFF
-1,5,47,Dayside Nadir,UVIS Switch OFF
145,6,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,7,1,Dayside Nadir,UVIS Switch OFF
-1,8,1,Dayside Nadir,UVIS Switch OFF
-1,9,14,Dayside Nadir,UVIS Switch OFF
-1,10,1,Dayside Nadir,UVIS Switch OFF
-1,11,14,Dayside Nadir,UVIS Switch OFF
-1,12,1,Dayside Nadir,UVIS Switch OFF
-1,13,14,Dayside Nadir,UVIS Switch OFF
-1,14,1,Dayside Nadir,UVIS Switch OFF
-1,15,1,Dayside Nadir,UVIS Switch OFF
68,16,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,17,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,18,14,Dayside Nadir,UVIS Switch OFF
-1,19,1,Dayside Nadir,UVIS Switch OFF
-1,20,14,Dayside Nadir,UVIS Switch OFF
72,21,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,22,1,Dayside Nadir,UVIS Switch OFF
72,23,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,24,1,Dayside Nadir,UVIS Switch OFF
79,25,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,26,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,27,1,Dayside Nadir,UVIS Switch OFF
79,28,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,29,1,Dayside Nadir,UVIS Switch OFF
