S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2022 SEP 03 09:33:00,61.7945,-121.8677,307.7389,14.1911,88.2989,3.4403e-14,88.2989
TGO,2022 SEP 03 09:36:00,60.555,-122.0848,428.5274,14.2253,87.3604,10.5688,97.9264

MRO,2022 SEP 03 11:24:00,58.0384,-148.0696,306.7017,14.2442,85.2759,2.0365e-14,85.2759
TGO,2022 SEP 03 11:33:00,59.161,-152.2918,428.3447,14.1086,85.7154,0.14455,85.6053

MRO,2022 SEP 08 04:36:00,-66.268,177.6579,253.8905,2.0969,88.7598,8.8627e-14,88.7598
TGO,2022 SEP 08 04:36:00,-67.0582,174.5888,380.3639,1.8922,88.6239,0.38713,88.9894

MRO,2022 SEP 16 12:45:00,-73.7066,132.7102,253.2998,1.8433,84.0165,8.5639e-15,84.0165
TGO,2022 SEP 16 13:06:00,-74.1898,127.9448,378.7443,1.8661,83.5478,0.34359,83.8534

MRO,2022 SEP 17 20:33:00,-75.6271,26.9229,252.7196,1.7328,82.6862,1.4597e-14,82.6862
TGO,2022 SEP 17 20:33:00,-74.6597,29.5201,380.0646,1.9058,83.2634,0.33937,83.5639

MRO,2022 SEP 24 05:54:00,-76.341,-52.1439,252.1397,1.6767,83.1562,5.0289e-15,83.1562
TGO,2022 SEP 24 05:51:00,-75.7705,-52.6765,378.3942,1.5925,83.7932,0.34251,84.0886

MRO,2022 SEP 24 11:30:00,-74.7404,-132.9841,250.6082,1.7364,84.5487,5.7338e-15,84.5487
TGO,2022 SEP 24 11:45:00,-75.807,-136.9201,380.3689,1.7172,83.6199,0.33841,83.9131

MRO,2022 SEP 28 18:21:00,-74.536,166.0648,253.8406,1.7531,85.4354,1.3138e-14,85.4354
TGO,2022 SEP 28 17:57:00,-75.8748,169.5359,378.2274,1.5953,84.4625,0.34158,84.7567

