TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,3,14,Dayside Nadir,UVIS Switch OFF
-1,4,1,Dayside Nadir,UVIS Switch OFF
145,5,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
64,6,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,7,14,Dayside Nadir,UVIS Switch OFF
-1,8,1,Dayside Nadir,UVIS Switch OFF
-1,9,1,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
-1,11,1,Dayside Nadir,UVIS Switch OFF
-1,12,3,Dayside Nadir,UVIS Switch OFF
-1,13,1,Dayside Nadir,UVIS Switch OFF
-1,14,14,Dayside Nadir,UVIS Switch OFF
-1,15,47,Dayside Nadir,UVIS Switch OFF
68,16,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,17,1,Dayside Nadir,UVIS Switch OFF
-1,18,14,Dayside Nadir,UVIS Switch OFF
79,19,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,20,14,Dayside Nadir,UVIS Switch OFF
64,21,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
79,22,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,23,1,Dayside Nadir,UVIS Switch OFF
-1,24,1,Dayside Nadir,UVIS Switch OFF
64,25,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,26,1,Dayside Nadir,UVIS Switch OFF
72,27,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,28,1,Dayside Nadir,UVIS Switch OFF
-1,29,1,Dayside Nadir,UVIS Switch OFF
72,30,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
64,31,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,32,14,Dayside Nadir,UVIS Switch OFF
-1,33,1,Dayside Nadir,UVIS Switch OFF
-1,34,14,Dayside Nadir,UVIS Switch OFF
-1,35,1,Dayside Nadir,UVIS Switch OFF
64,36,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,37,1,Dayside Nadir,UVIS Switch OFF
-1,38,14,Dayside Nadir,UVIS Switch OFF
72,39,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,40,14,Dayside Nadir,UVIS Switch OFF
-1,41,1,Dayside Nadir,UVIS Switch OFF
64,42,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,43,14,Dayside Nadir,UVIS Switch OFF
-1,44,14,Dayside Nadir,UVIS Switch OFF
-1,45,1,Dayside Nadir,UVIS Switch OFF
79,46,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,47,14,Dayside Nadir,UVIS Switch OFF
-1,48,1,Dayside Nadir,UVIS Switch OFF
-1,49,14,Dayside Nadir,UVIS Switch OFF
-1,50,1,Dayside Nadir,UVIS Switch OFF
-1,51,14,Dayside Nadir,UVIS Switch OFF
