S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 OCT 27 12:12:00,75.4311,-48.6704,312.5785,4.4458,88.2611,3.8497e-14,88.2611
TGO,2025 OCT 27 11:48:00,75.863,-47.1369,432.9974,4.1586,89.012,0.44073,89.2376

MRO,2025 NOV 06 08:45:00,-73.7828,-82.9627,251.9205,16.4014,88.7849,1.2821e-14,88.7849
TGO,2025 NOV 06 08:39:00,-72.0807,-81.4932,381.8761,16.4019,88.0894,0.41998,88.1553

MRO,2025 NOV 12 16:15:00,-65.9292,-137.9841,253.5312,16.1917,83.0831,3.1163e-14,83.0831
TGO,2025 NOV 12 16:00:00,-67.4752,-136.0576,378.5562,16.0767,83.1938,0.44629,83.228

MRO,2025 NOV 14 05:39:00,-65.2164,35.7816,252.4347,16.1781,82.3571,4.3406e-14,82.3571
TGO,2025 NOV 14 05:21:00,-65.5592,37.722,378.6404,16.0153,81.6273,0.45817,81.6522

MRO,2025 NOV 20 20:42:00,-43.7044,-129.3251,251.3738,15.9756,70.2321,2.1097e-14,70.2321
TGO,2025 NOV 20 20:39:00,-44.7096,-128.8429,379.6071,15.9592,70.4781,0.54418,70.4875

MRO,2025 NOV 21 00:27:00,-41.8447,175.6554,251.664,15.9575,69.2838,5.8648e-14,69.2838
TGO,2025 NOV 21 00:36:00,-41.196,174.6262,381.1789,16.035,69.8311,0.54565,69.5924

MRO,2025 NOV 22 10:09:00,-33.6254,43.1668,253.0503,15.9253,65.6571,6.4871e-14,65.6571
TGO,2025 NOV 22 10:03:00,-33.4507,44.5412,379.322,15.9194,65.5307,5.9436,71.4074

MRO,2025 NOV 22 13:54:00,-31.8818,-11.7289,254.56,15.9153,64.926,6.1034e-14,64.926
TGO,2025 NOV 22 14:00:00,-30.2292,-11.7968,382.2974,16.0081,65.5228,0.51982,65.5807

