Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Thermal orbit number,Thermal orbit start (TDN2(n)+2min),Thermal orbit end (TDN2(n+1)+2min-1s),Thermal orbit duration (s),Nightside nadir start = TD2N(n),Nightside nadir end = TN2D(n)-1s,Nightside duration (s),Dayside nadir start = TN2D(n),Dayside nadir end = TD2N(n+1)-1s,Dayside duration (s),Dayside nadir min. phase angle (deg),Dayside nadir min. phase angle time (UTC)
3,3,1,2026 AUG 29 15:36:28,2026 AUG 29 17:34:43,7095,2026 AUG 29 15:34:28,2026 AUG 29 16:33:15,3527,2026 AUG 29 16:33:16,2026 AUG 29 17:32:43,3567,78.3857,2026 AUG 29 17:02:45
3,3,2,2026 AUG 29 17:34:44,2026 AUG 29 19:32:57,7093,2026 AUG 29 17:32:44,2026 AUG 29 18:31:29,3525,2026 AUG 29 18:31:30,2026 AUG 29 19:30:57,3567,78.5765,2026 AUG 29 19:00:59
3,3,3,2026 AUG 29 19:32:58,2026 AUG 29 21:31:07,7089,2026 AUG 29 19:30:58,2026 AUG 29 20:29:41,3523,2026 AUG 29 20:29:42,2026 AUG 29 21:29:07,3565,78.7895,2026 AUG 29 20:59:09
3,3,4,2026 AUG 29 21:31:08,2026 AUG 29 23:29:13,7085,2026 AUG 29 21:29:08,2026 AUG 29 22:27:49,3521,2026 AUG 29 22:27:50,2026 AUG 29 23:27:13,3563,78.9901,2026 AUG 29 22:57:16
3,3,5,2026 AUG 29 23:29:14,2026 AUG 30 01:27:22,7088,2026 AUG 29 23:27:14,2026 AUG 30 00:25:55,3521,2026 AUG 30 00:25:56,2026 AUG 30 01:25:22,3566,79.1501,2026 AUG 30 00:55:25
3,3,6,2026 AUG 30 01:27:23,2026 AUG 30 03:25:39,7096,2026 AUG 30 01:25:23,2026 AUG 30 02:24:06,3523,2026 AUG 30 02:24:07,2026 AUG 30 03:23:39,3572,79.2814,2026 AUG 30 02:53:41
3,3,7,2026 AUG 30 03:25:40,2026 AUG 30 05:23:58,7098,2026 AUG 30 03:23:40,2026 AUG 30 04:22:25,3525,2026 AUG 30 04:22:26,2026 AUG 30 05:21:58,3572,79.4267,2026 AUG 30 04:51:58
3,3,8,2026 AUG 30 05:23:59,2026 AUG 30 07:22:15,7096,2026 AUG 30 05:21:59,2026 AUG 30 06:20:45,3526,2026 AUG 30 06:20:46,2026 AUG 30 07:20:15,3569,79.589,2026 AUG 30 06:50:16
3,3,9,2026 AUG 30 07:22:16,2026 AUG 30 09:20:30,7094,2026 AUG 30 07:20:16,2026 AUG 30 08:19:01,3525,2026 AUG 30 08:19:02,2026 AUG 30 09:18:30,3568,79.7625,2026 AUG 30 08:48:32
3,3,10,2026 AUG 30 09:20:31,2026 AUG 30 11:18:41,7090,2026 AUG 30 09:18:31,2026 AUG 30 10:17:13,3522,2026 AUG 30 10:17:14,2026 AUG 30 11:16:41,3567,79.9457,2026 AUG 30 10:46:44
3,3,11,2026 AUG 30 11:18:42,2026 AUG 30 13:16:52,7090,2026 AUG 30 11:16:42,2026 AUG 30 12:15:23,3521,2026 AUG 30 12:15:24,2026 AUG 30 13:14:52,3568,80.1146,2026 AUG 30 12:44:54
3,3,12,2026 AUG 30 13:16:53,2026 AUG 30 15:15:10,7097,2026 AUG 30 13:14:53,2026 AUG 30 14:13:37,3524,2026 AUG 30 14:13:38,2026 AUG 30 15:13:10,3572,80.2323,2026 AUG 30 14:43:11
