Orbit Index	Nadir Type	UTC Start Time	UTC Centre Time	UTC End Time	Duration (s)	Start Longitude	Centre Longitude	End Longitude	Start Latitude	Centre Latitude	End Latitude	Centre Incidence Angle	Centre Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
1	102	Nightside	2026 JAN 21 18:02:36	2026 JAN 21 18:32:06	2026 JAN 21 19:01:35	3539.79	-118.14	-33.59	47.63	-75.85	0.40	75.85	113.65	4.39	14	-	-	-		
1	102	Dayside	2026 JAN 21 19:01:35	2026 JAN 21 19:31:05	2026 JAN 21 20:00:34	3538.95	47.63	131.55	-146.40	75.85	1.08	-75.88	66.22	16.35	14	-		COP row -1: 		
2	102	Nightside	2026 JAN 21 20:00:34	2026 JAN 21 20:30:05	2026 JAN 21 20:59:35	3540.53	-146.40	-62.50	19.62	-75.88	0.62	75.91	113.91	4.37	14	-	-	-		
2	102	Dayside	2026 JAN 21 20:59:35	2026 JAN 21 21:29:03	2026 JAN 21 21:58:32	3536.79	19.62	102.65	-174.55	75.91	0.90	-75.92	65.99	16.34	14	-		COP row -1: 		
3	102	Nightside	2026 JAN 21 21:58:32	2026 JAN 21 22:28:01	2026 JAN 21 22:57:31	3539.34	-174.55	-91.39	-8.52	-75.92	0.82	75.95	114.14	4.36	14	-	-	-		
3	102	Dayside	2026 JAN 21 22:57:31	2026 JAN 21 23:26:59	2026 JAN 21 23:56:26	3535.24	-8.52	73.78	157.21	75.95	0.71	-75.95	65.76	16.33	14	-		COP row -1: 		
4	102	Nightside	2026 JAN 21 23:56:26	2026 JAN 22 00:25:55	2026 JAN 22 00:55:23	3536.84	157.21	-120.28	-37.29	-75.95	0.90	75.92	114.36	4.35	14	-	-	-		
4	102	Dayside	2026 JAN 22 00:55:23	2026 JAN 22 01:24:51	2026 JAN 22 01:54:19	3535.39	-37.29	44.87	128.34	75.92	0.66	-75.91	65.52	16.31	14	-		COP row -1: 		
5	102	Nightside	2026 JAN 22 01:54:19	2026 JAN 22 02:23:48	2026 JAN 22 02:53:17	3538.39	128.34	-149.20	-66.29	-75.91	0.89	75.86	114.60	4.33	14	-	-	-		
5	102	Dayside	2026 JAN 22 02:53:17	2026 JAN 22 03:22:45	2026 JAN 22 03:52:14	3536.84	-66.29	15.92	99.29	75.86	0.69	-75.85	65.27	16.29	14	-		COP row -1: 	&mroOverlap; 	
6	102	Nightside	2026 JAN 22 03:52:14	2026 JAN 22 04:21:44	2026 JAN 22 04:51:14	3540.40	99.29	-178.15	-95.01	-75.85	0.93	75.84	114.86	4.31	3	-	-	-		
6	102	Dayside	2026 JAN 22 04:51:14	2026 JAN 22 05:20:44	2026 JAN 22 05:50:13	3538.77	-95.01	-13.03	70.61	75.84	0.65	-75.83	65.02	16.28	3	CO 2SUBD #1	Science: orders #189, #190, with 200000us integration time (2 orders per 15 second(s) for detector lines 80 to 224)	COP row -1: 	&daysideMatch:MAWRTH VALLIS; &mroOverlap; 	
7	102	Nightside	2026 JAN 22 05:50:13	2026 JAN 22 06:19:43	2026 JAN 22 06:49:13	3540.25	70.61	152.90	-123.46	-75.83	1.03	75.85	115.12	4.30	14	-	-	-		
7	102	Dayside	2026 JAN 22 06:49:13	2026 JAN 22 07:18:44	2026 JAN 22 07:48:14	3540.65	-123.46	-41.96	42.39	75.85	0.50	-75.86	64.77	16.26	14	-		COP row -1: 	&mroOverlap; 	
