S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 MAR 19 19:42:00,75.2752,23.0896,316.417,3.6675,82.9688,1.8833e-14,82.9688
TGO,2023 MAR 19 19:39:00,75.8381,22.3562,433.9415,3.5697,82.9103,0.44056,83.1597

MRO,2023 MAR 24 19:24:00,75.4682,76.1565,314.465,3.7306,81.9268,6.5569e-15,81.9268
TGO,2023 MAR 24 19:33:00,74.3775,75.4321,433.254,3.8283,82.2547,0.45593,82.5052

MRO,2023 MAR 29 13:30:00,73.3082,-151.2268,314.8324,3.645,82.8186,3.1806e-15,82.8186
TGO,2023 MAR 29 13:33:00,72.1761,-150.1252,431.7753,3.7669,83.072,0.47725,83.3384

MRO,2023 APR 01 18:12:00,70.4166,167.5772,312.2415,3.5636,84.4715,3.8767e-14,84.4715
TGO,2023 APR 01 18:12:00,70.8911,165.8538,433.1979,3.4486,84.5961,0.48827,84.883

MRO,2023 APR 06 10:27:00,64.4234,-32.9549,311.6868,3.4664,88.1478,3.6818e-14,88.1478
TGO,2023 APR 06 10:15:00,65.6769,-31.5262,431.3018,3.3669,87.7759,0.53194,88.0972

MRO,2023 APR 11 11:09:00,-50.1059,-177.4175,252.6662,15.3319,82.0577,2.3183e-14,82.0577
TGO,2023 APR 11 11:12:00,-49.5899,-175.8147,380.4501,15.4875,82.8239,0.49233,82.7526

