TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
72,2,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,3,14,Dayside Nadir,UVIS Switch OFF
-1,4,1,Dayside Nadir,UVIS Switch OFF
68,5,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
145,6,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
68,7,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,8,14,Dayside Nadir,UVIS Switch OFF
-1,9,1,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
-1,11,1,Dayside Nadir,UVIS Switch OFF
72,12,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,13,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,14,1,Dayside Nadir,UVIS Switch OFF
68,15,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,16,1,Dayside Nadir,UVIS Switch OFF
72,17,7,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,18,1,Dayside Nadir,UVIS Switch OFF
79,19,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,1,Dayside Nadir,UVIS Switch OFF
79,22,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
72,23,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,24,14,Dayside Nadir,UVIS Switch OFF
-1,25,1,Dayside Nadir,UVIS Switch OFF
-1,26,1,Dayside Nadir,UVIS Switch OFF
-1,27,14,Dayside Nadir,UVIS Switch OFF
79,28,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,29,14,Dayside Nadir,UVIS Switch OFF
-1,30,1,Dayside Nadir,UVIS Switch OFF
-1,31,14,Dayside Nadir,UVIS Switch OFF
-1,32,14,Dayside Nadir,UVIS Switch OFF
-1,33,1,Dayside Nadir,UVIS Switch OFF
-1,34,7,Dayside Nadir,UVIS Switch OFF
-1,35,1,Dayside Nadir,UVIS Switch OFF
68,36,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,37,1,Dayside Nadir,UVIS Switch OFF
-1,38,1,Dayside Nadir,UVIS Switch OFF
-1,39,14,Dayside Nadir,UVIS Switch OFF
79,40,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,41,14,Dayside Nadir,UVIS Switch OFF
-1,42,1,Dayside Nadir,UVIS Switch OFF
-1,43,14,Dayside Nadir,UVIS Switch OFF
-1,44,1,Dayside Nadir,UVIS Switch OFF
-1,45,1,Dayside Nadir,UVIS Switch OFF
-1,46,14,Dayside Nadir,UVIS Switch OFF
-1,47,1,Dayside Nadir,UVIS Switch OFF
-1,48,14,Dayside Nadir,UVIS Switch OFF
68,49,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
72,50,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,51,14,Dayside Nadir,UVIS Switch OFF
-1,52,1,Dayside Nadir,UVIS Switch OFF
72,53,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,54,1,Dayside Nadir,UVIS Switch OFF
-1,55,1,Dayside Nadir,UVIS Switch OFF
-1,56,3,Dayside Nadir,UVIS Switch OFF
-1,57,1,Dayside Nadir,UVIS Switch OFF
-1,58,14,Dayside Nadir,UVIS Switch OFF
-1,59,1,Dayside Nadir,UVIS Switch OFF
-1,60,14,Dayside Nadir,UVIS Switch OFF
-1,61,1,Dayside Nadir,UVIS Switch OFF
-1,62,1,Dayside Nadir,UVIS Switch OFF
72,63,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,64,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,65,14,Dayside Nadir,UVIS Switch OFF
-1,66,1,Dayside Nadir,UVIS Switch OFF
-1,67,14,Dayside Nadir,UVIS Switch OFF
68,68,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,69,1,Dayside Nadir,UVIS Switch OFF
-1,70,14,Dayside Nadir,UVIS Switch OFF
-1,71,1,Dayside Nadir,UVIS Switch OFF
-1,72,14,Dayside Nadir,UVIS Switch OFF
-1,73,1,Dayside Nadir,UVIS Switch OFF
-1,74,1,Dayside Nadir,UVIS Switch OFF
-1,75,14,Dayside Nadir,UVIS Switch OFF
-1,76,1,Dayside Nadir,UVIS Switch OFF
-1,77,14,Dayside Nadir,UVIS Switch OFF
-1,78,1,Dayside Nadir,UVIS Switch OFF
-1,79,1,Dayside Nadir,UVIS Switch OFF
-1,80,14,Dayside Nadir,UVIS Switch OFF
-1,81,1,Dayside Nadir,UVIS Switch OFF
68,82,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,83,1,Dayside Nadir,UVIS Switch OFF
-1,84,14,Dayside Nadir,UVIS Switch OFF
-1,85,1,Dayside Nadir,UVIS Switch OFF
-1,86,14,Dayside Nadir,UVIS Switch OFF
-1,87,1,Dayside Nadir,UVIS Switch OFF
-1,88,14,Dayside Nadir,UVIS Switch OFF
-1,89,1,Dayside Nadir,UVIS Switch OFF
-1,90,14,Dayside Nadir,UVIS Switch OFF
-1,91,1,Dayside Nadir,UVIS Switch OFF
72,92,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,93,1,Dayside Nadir,UVIS Switch OFF
-1,94,1,Dayside Nadir,UVIS Switch OFF
-1,95,14,Dayside Nadir,UVIS Switch OFF
72,96,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,97,14,Dayside Nadir,UVIS Switch OFF
-1,98,47,Dayside Nadir,UVIS Switch OFF
-1,99,1,Dayside Nadir,UVIS Switch OFF
-1,100,1,Dayside Nadir,UVIS Switch OFF
-1,101,14,Dayside Nadir,UVIS Switch OFF
72,102,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,103,14,Dayside Nadir,UVIS Switch OFF
79,104,28,Dayside LIMB,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,105,14,Dayside Nadir,UVIS Switch OFF
-1,106,1,Dayside Nadir,UVIS Switch OFF
-1,107,14,Dayside Nadir,UVIS Switch OFF
-1,108,1,Dayside Nadir,UVIS Switch OFF
145,109,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,110,1,Dayside Nadir,UVIS Switch OFF
68,111,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,112,1,Dayside Nadir,UVIS Switch OFF
-1,113,1,Dayside Nadir,UVIS Switch OFF
-1,114,14,Dayside Nadir,UVIS Switch OFF
-1,115,1,Dayside Nadir,UVIS Switch OFF
-1,116,14,Dayside Nadir,UVIS Switch OFF
-1,117,1,Dayside Nadir,UVIS Switch OFF
79,118,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,119,1,Dayside Nadir,UVIS Switch OFF
72,120,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,121,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,122,1,Dayside Nadir,UVIS Switch OFF
-1,123,14,Dayside Nadir,UVIS Switch OFF
-1,124,1,Dayside Nadir,UVIS Switch OFF
-1,125,1,Dayside Nadir,UVIS Switch OFF
-1,126,14,Dayside Nadir,UVIS Switch OFF
-1,127,1,Dayside Nadir,UVIS Switch OFF
68,128,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,129,1,Dayside Nadir,UVIS Switch OFF
-1,130,1,Dayside Nadir,UVIS Switch OFF
72,131,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,132,1,Dayside Nadir,UVIS Switch OFF
-1,133,14,Dayside Nadir,UVIS Switch OFF
-1,134,1,Dayside Nadir,UVIS Switch OFF
72,135,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,136,1,Dayside Nadir,UVIS Switch OFF
-1,137,1,Dayside Nadir,UVIS Switch OFF
72,138,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,139,1,Dayside Nadir,UVIS Switch OFF
-1,140,14,Dayside Nadir,UVIS Switch OFF
-1,141,1,Dayside Nadir,UVIS Switch OFF
-1,142,14,Dayside Nadir,UVIS Switch OFF
-1,143,1,Dayside Nadir,UVIS Switch OFF
68,144,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,145,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,146,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,147,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,148,1,Dayside Nadir,UVIS Switch OFF
68,149,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,150,14,Dayside Nadir,UVIS Switch OFF
79,151,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,152,14,Dayside Nadir,UVIS Switch OFF
-1,153,1,Dayside Nadir,UVIS Switch OFF
-1,154,1,Dayside Nadir,UVIS Switch OFF
-1,155,14,Dayside Nadir,UVIS Switch OFF
-1,156,1,Dayside Nadir,UVIS Switch OFF
-1,157,14,Dayside Nadir,UVIS Switch OFF
-1,158,1,Dayside Nadir,UVIS Switch OFF
