S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 SEP 30 16:30:00,70.8488,-49.0258,311.8462,15.1672,57.9729,4.7629e-14,57.9729
TGO,2023 SEP 30 16:42:00,70.0357,-47.2407,433.2415,15.4808,58.855,0.06618,58.8973

MRO,2023 OCT 05 08:39:00,65.0339,115.6147,309.8851,15.3039,56.0793,2.2264e-14,56.0793
TGO,2023 OCT 05 08:45:00,64.798,114.4817,430.2912,15.3258,56.0822,0.024756,56.1036

MRO,2023 OCT 06 20:09:00,60.8917,-41.5977,307.0864,15.3769,54.7404,3.3053e-14,54.7404
TGO,2023 OCT 06 20:09:00,60.3996,-41.1168,429.8775,15.4089,54.7341,1.5682,56.2793

MRO,2023 OCT 14 05:27:00,0.80706,-105.2228,266.2271,15.7097,57.2821,7.1126e-15,57.2821
TGO,2023 OCT 14 05:21:00,2.0785,-104.0661,392.0915,15.6897,56.5408,0.26408,56.6974

MRO,2023 OCT 15 18:45:00,-17.1077,71.1437,257.9732,15.7736,65.9029,5.1873e-14,65.9029
TGO,2023 OCT 15 18:48:00,-18.0128,69.7043,382.1402,15.7264,65.7727,0.32917,65.6706

MRO,2023 OCT 17 06:09:00,-40.8529,-84.149,251.6787,15.8772,79.7712,4.2738e-14,79.7712
TGO,2023 OCT 17 06:18:00,-40.4788,-85.3901,379.9092,15.9406,80.1506,0.51419,80.1115

MRO,2023 OCT 18 17:36:00,-54.9837,119.8145,251.4677,15.98,88.4776,2.915e-14,88.4776
TGO,2023 OCT 18 17:45:00,-53.3566,118.9896,378.1131,16.0711,88.2289,9.6626,97.8795

MRO,2023 OCT 20 07:54:00,61.4058,101.8525,308.9476,4.0619,87.643,2.0674e-14,87.643
TGO,2023 OCT 20 08:06:00,59.7534,101.015,426.512,4.2008,87.6706,0.57452,87.9736

MRO,2023 OCT 21 19:24:00,65.5511,-55.4645,309.4519,4.1281,85.2608,3.9757e-14,85.2608
TGO,2023 OCT 21 19:30:00,63.997,-54.7932,430.3519,4.2703,85.2931,0.54684,85.5769

