Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	97	Ingress	2025 AUG 30 14:44:34	2025 AUG 30 14:47:49	2025 AUG 30 14:48:30	236.00	-58.85	-63.15	-64.03	45.78	40.49	39.27	19.11	3	-	-	-	&daysideMatch:INSIGHT; 	
N/A	1	97	Egress	2025 AUG 30 15:26:40	2025 AUG 30 15:27:23	2025 AUG 30 15:30:56	256.00	144.89	141.74	129.59	-67.57	-66.76	-62.44	9.41	3	-	-	-	&daysideMatch:INSIGHT; 	
NOMAD	2	97	Ingress	2025 AUG 30 16:42:32	2025 AUG 30 16:45:48	2025 AUG 30 16:46:29	237.00	-87.69	-92.01	-92.89	45.61	40.25	39.03	19.09	1	6SUBD Nom CH4 #2	Science: orders #134, #136, #164, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:TIANWEN1; 	
NOMAD	2	97	Egress	2025 AUG 30 17:24:36	2025 AUG 30 17:25:19	2025 AUG 30 17:28:53	257.00	116.33	113.16	100.85	-67.62	-66.81	-62.44	9.41	1	6SUBD CO2 #13	Science: orders #156, #132, #118, #169, #154, #140, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:TIANWEN1; 	
N/A	3	97	Ingress	2025 AUG 30 18:40:28	2025 AUG 30 18:43:44	2025 AUG 30 18:44:26	238.00	-116.50	-120.83	-121.73	45.47	40.07	38.81	19.09	14	-	-	-	&nomadDeimos; &daysideMatch:PERSEVERANCE; 	
N/A	3	97	Egress	2025 AUG 30 19:22:29	2025 AUG 30 19:23:13	2025 AUG 30 19:26:47	258.00	87.71	84.44	72.08	-67.66	-66.82	-62.41	9.41	14	-	-	-	&nomadDeimos; &daysideMatch:PERSEVERANCE; 	
ACS	4	97	Ingress	2025 AUG 30 20:38:23	2025 AUG 30 20:41:39	2025 AUG 30 20:42:21	238.00	-145.35	-149.67	-150.57	45.28	39.85	38.58	19.08	14	-	-	-		
ACS	4	97	Egress	2025 AUG 30 21:20:23	2025 AUG 30 21:21:07	2025 AUG 30 21:24:42	259.00	58.90	55.62	43.19	-67.64	-66.79	-62.33	9.40	14	-	-	-		
NOMAD	5	97	Ingress	2025 AUG 30 22:36:20	2025 AUG 30 22:39:37	2025 AUG 30 22:40:19	239.00	-174.22	-178.55	-179.45	45.06	39.56	38.29	19.07	1	Fullscan fast step5 all #1	Diffraction order stepping (fullscan): 15 orders from 114 to 189 in steps of 5 (6 order(s) per 1 second(s))	COP row -1: 		
NOMAD	5	97	Egress	2025 AUG 30 23:18:17	2025 AUG 30 23:19:01	2025 AUG 30 23:22:36	259.00	30.14	26.85	14.39	-67.64	-66.78	-62.29	9.40	1	6SUBD CO2 Dipole #1	Science: orders #169, #132, #133, #134, #136, #137, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
