S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 AUG 07 10:48:00,72.5323,-118.4717,315.3664,4.2022,73.6984,2.8801e-14,73.6984
TGO,2021 AUG 07 10:45:00,73.4469,-119.0906,433.1951,4.1122,73.5298,0.46532,73.7814

MRO,2021 AUG 20 05:33:00,61.18,79.4867,307.3708,3.9758,81.0727,2.1351e-14,81.0727
TGO,2021 AUG 20 05:24:00,62.9327,78.0348,427.6045,3.7331,81.2832,0.55269,81.6104

MRO,2021 AUG 20 09:18:00,59.162,24.2178,307.6953,3.9414,82.5105,3.1041e-14,82.5105
TGO,2021 AUG 20 09:21:00,59.7371,24.324,424.3703,3.9969,81.8263,0.55821,82.1207

MRO,2021 AUG 25 06:15:00,-44.2155,-64.9837,253.3482,15.8275,87.2121,6.4871e-14,87.2121
TGO,2021 AUG 25 06:21:00,-44.8728,-66.5485,381.4244,15.8206,87.5805,0.49829,87.509

MRO,2021 AUG 26 19:42:00,-34.4351,107.5555,255.6349,15.7819,80.4867,3.4293e-14,80.4867
TGO,2021 AUG 26 19:45:00,-33.1872,107.8876,380.6212,15.8528,80.3684,0.479,80.3202

MRO,2021 SEP 03 22:33:00,36.3094,139.1905,293.4199,15.5464,46.4837,6.6412e-14,46.4837
TGO,2021 SEP 03 22:42:00,35.4004,137.3368,412.333,15.5689,46.7847,0.18311,46.9478

