Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	100	Grazing	2025 NOV 22 14:46:06	-	2025 NOV 22 15:17:00	1854.00	179.60	-	-179.98	77.08	-	-22.04	-	14	-	-	-	&daysideMatch:ACIDALIA MUD VOLCANOES BASIN; 	
NOMAD	2	100	Grazing	2025 NOV 22 16:43:59	-	2025 NOV 22 17:15:15	1876.00	150.85	-	151.27	77.34	-	-23.02	-	5	-		COP row -1: 	&mroOverlap; 	
NOMAD	3	100	Grazing	2025 NOV 22 18:41:53	-	2025 NOV 22 19:13:25	1892.00	122.19	-	122.54	77.45	-	-23.82	-	5	-		COP row -1: 		
N/A	4	100	Grazing	2025 NOV 22 20:39:40	-	2025 NOV 22 21:11:32	1912.00	93.41	-	93.81	77.79	-	-24.61	-	3	-	-	-	&daysideMatch:ULYSSES THOLUS; &daysideMatch:ARSIA MONS; 	
NOMAD	5	100	Grazing	2025 NOV 22 22:37:25	-	2025 NOV 22 23:09:31	1926.00	64.60	-	65.11	78.18	-	-25.02	-	5	-		COP row -1: 		
NOMAD	6	100	Grazing	2025 NOV 23 00:35:16	-	2025 NOV 23 01:07:34	1938.00	35.83	-	36.39	78.45	-	-25.40	-	5	-		COP row -1: 		
N/A	7	100	Grazing	2025 NOV 23 02:33:10	-	2025 NOV 23 03:05:42	1952.00	7.10	-	7.65	78.66	-	-25.94	-	14	-	-	-		
NOMAD	8	100	Grazing	2025 NOV 23 04:31:04	-	2025 NOV 23 05:03:50	1966.00	-21.64	-	-21.08	78.87	-	-26.52	-	5	-		COP row -1: 		
NOMAD	9	100	Grazing	2025 NOV 23 06:28:54	-	2025 NOV 23 07:01:58	1984.00	-50.46	-	-49.81	79.21	-	-27.21	-	5	-		COP row -1: 		
NOMAD	10	100	Grazing	2025 NOV 23 08:26:43	-	2025 NOV 23 09:00:03	2000.00	-79.21	-	-78.53	79.45	-	-27.92	-	5	-		COP row -1: 		
NOMAD	11	100	Merged	2025 NOV 23 10:24:32	-	2025 NOV 23 10:58:06	2013.76	-107.93	-	-107.25	79.65	-	-28.47	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&mergedMatch:PAVONIS MONS VOLCANIC CONES SE; &mergedMatch:ASCRAEUS MONS; 	
NOMAD	12	100	Merged	2025 NOV 23 12:22:22	-	2025 NOV 23 12:56:07	2024.58	-136.72	-	-135.96	79.93	-	-28.81	-	5	6SUBD Nominal #54	Science: orders #121, #134, #148, #169, #186, #190, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 		
NOMAD	13	100	Merged	2025 NOV 23 14:20:11	-	2025 NOV 23 14:54:12	2041.43	-165.69	-	-164.69	80.42	-	-29.29	-	5	6SUBD Nominal #45	Science: orders #121, #136, #169, #129, #149, #165, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row -1: 	&daysideMatch:MAWRTH VALLIS-ARAM CHAOS; &daysideMatch:MAWRTH VALLIS; 	
N/A	14	100	Ingress	2025 NOV 23 16:18:05	2025 NOV 23 16:27:03	2025 NOV 23 16:30:24	739.00	165.55	170.07	169.85	80.62	52.73	41.56	5.88	14	-	-	-		
