Instrument	Orbit Number	Occultation Type	UTC Start Time	UTC Transition Time	UTC End Time	Duration (s)	Start Longitude	50km Longitude	End Longitude	Start Latitude	50km Latitude	End Latitude	50km Local Time (hrs)	Orbit Type	IR Observation Name	IR Description	UVIS Description	Orbit Comment	
N/A	1	28	Ingress	2020 MAY 16 14:40:38	2020 MAY 16 14:43:53	2020 MAY 16 14:44:32	234.00	47.18	43.72	43.06	-60.79	-56.57	-55.66	18.96	3	-	-	-	&daysideMatch:CLARITAS RISE; 	
N/A	1	28	Egress	2020 MAY 16 15:24:20	2020 MAY 16 15:24:58	2020 MAY 16 15:27:56	216.00	-112.45	-115.73	-127.00	77.55	76.91	73.78	9.00	3	-	-	-	&daysideMatch:CLARITAS RISE; 	
NOMAD	2	28	Ingress	2020 MAY 16 16:38:30	2020 MAY 16 16:41:46	2020 MAY 16 16:42:25	235.00	18.44	14.96	14.30	-60.66	-56.37	-55.45	18.95	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	2	28	Egress	2020 MAY 16 17:22:12	2020 MAY 16 17:22:50	2020 MAY 16 17:25:48	216.00	-140.81	-144.14	-155.57	77.58	76.94	73.79	9.01	1	-	-	-		
N/A	3	28	Ingress	2020 MAY 16 18:36:28	2020 MAY 16 18:39:43	2020 MAY 16 18:40:23	235.00	-10.39	-13.85	-14.52	-60.42	-56.12	-55.16	18.95	14	-	-	-		
ACS	3	28	Egress	2020 MAY 16 19:20:08	2020 MAY 16 19:20:46	2020 MAY 16 19:23:44	216.00	-169.49	-172.84	175.68	77.56	76.91	73.73	9.01	14	-	-	-		
NOMAD	4	28	Ingress	2020 MAY 16 20:34:29	2020 MAY 16 20:37:44	2020 MAY 16 20:38:24	235.00	-39.23	-42.68	-43.35	-60.18	-55.84	-54.87	18.94	1	6SUBD Nominal #3	Science: orders #167, #136, #169, #121, #190, #192, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 395: SO: Horizontal Bin (140:205;0:1047), Tint = 75 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	4	28	Egress	2020 MAY 16 21:18:07	2020 MAY 16 21:18:45	2020 MAY 16 21:21:44	217.00	161.88	158.50	146.88	77.54	76.89	73.67	9.02	1	-	-	-		
N/A	5	28	Ingress	2020 MAY 16 22:32:30	2020 MAY 16 22:35:45	2020 MAY 16 22:36:25	235.00	-68.04	-71.49	-72.16	-59.98	-55.60	-54.62	18.93	14	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
ACS	5	28	Egress	2020 MAY 16 23:16:05	2020 MAY 16 23:16:43	2020 MAY 16 23:19:42	217.00	133.52	130.08	118.30	77.58	76.93	73.68	9.04	14	-	-	-	&daysideMatch:INSIGHT; &daysideMatch:CURIOSITY; 	
NOMAD	6	28	Ingress	2020 MAY 17 00:30:27	2020 MAY 17 00:33:43	2020 MAY 17 00:34:23	236.00	-96.80	-100.27	-100.94	-59.85	-55.39	-54.40	18.93	1	Nominal Science 1xCO2 LA01	Science: orders #168, #134, #190, #121, #149, #dark, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7		
N/A	6	28	Egress	2020 MAY 17 01:14:01	2020 MAY 17 01:14:39	2020 MAY 17 01:17:39	218.00	105.35	101.83	89.77	77.65	76.99	73.71	9.07	1	-	-	-		
N/A	7	28	Ingress	2020 MAY 17 02:28:23	2020 MAY 17 02:31:40	2020 MAY 17 02:32:20	237.00	-125.52	-129.03	-129.70	-59.74	-55.21	-54.22	18.92	1	-	-	-	&daysideMatch:NILI FOSSAE; 	
NOMAD	7	28	Egress	2020 MAY 17 03:11:55	2020 MAY 17 03:12:33	2020 MAY 17 03:15:34	219.00	77.12	73.54	61.21	77.71	77.05	73.73	9.09	1	6SUBD Nominal #2	Science: orders #119, #136, #149, #169, #186, #189, with 4000us integration time (6 orders per 1 second(s) for detector lines 120 to 136)	COP row 394: SO: Horizontal Bin (140:205;0:1047), Tint = 45 ms,20 bit,Rhythm = 1057 ms, Binning=7	&daysideMatch:NILI FOSSAE; 	
ACS	8	28	Ingress	2020 MAY 17 04:26:17	2020 MAY 17 04:29:35	2020 MAY 17 04:30:15	238.00	-154.26	-157.79	-158.46	-59.61	-55.02	-54.02	18.92	17	-	-	-		
N/A	8	28	Egress	2020 MAY 17 05:09:48	2020 MAY 17 05:10:26	2020 MAY 17 05:13:28	220.00	48.58	44.96	32.48	77.71	77.04	73.68	9.10	17	-	-	-		
