Orbit 80/40 or 60/60 or OFF (1-11 = 80/40; 101-111 = 60/60; 12 = switch off),Orbit type,Egress solar occultation observation number,Merged Occultation (YES = 1; NO = 0),Thermal orbit/nightside number,ESA orbit number,LNO+UVIS operating (YES = 1; NO = 0),UVIS alone operating (YES = 1; NO = 0),LNO alone operating (YES = 1; NO = 0),SO+UVIS operating (YES = 1; NO = 0),SO alone operating (YES = 1; NO = 0),TC20 execution start time (UTC),TC20 execution end time (UTC),SO start time (UTC),SO end time (UTC),LNO start time (UTC),LNO end time (UTC),UVIS start time (UTC),UVIS end time (UTC),Limb Height 250 km (UTC),Latitude probed @ limb height 250 km (deg),Longitude probed @ limb height 250 km (deg),Limb Height 0 km (UTC),Latitude probed @ limb height 0 km (deg),Longitude probed @ limb height 0 km (deg),Limb Height 50 km: switch SCI1 to SCI2 (UTC),Beta angle (deg),Eclipse duration (Umbra end - Umbra start) (s),Local Solar Time (LST): TGO2SUN vector surface intercept point @ limb height 0 km (h),Solar longitude Ls (deg),SO+SINBAD data volume (Mbit),LNO+SINBAD data volume (Mbit),UVIS+SINBAD data volume (Mbit),Channel(s)+SINBAD data volume (Mbit),TC20 SO_START_TIME,TC20 SO_START_SCIENCE_1,TC20 SO_START_SCIENCE_2,TC20 SO_DURATION_REFERENCE_1,TC20 SO_DURATION_REFERENCE_2,TC20 SO_DURATION_TIME,TC20 SO_COP_GENERAL,TC20 SO_COP_PRECOOLING,TC20 SO_COP_SCIENCE_1,TC20 SO_COP_SCIENCE_2,TC20 LNO_START_TIME,TC20 LNO_START_SCIENCE_1,TC20 LNO_START_SCIENCE_2,TC20 LNO_DURATION_REFERENCE_1,TC20 LNO_DURATION_REFERENCE_2,TC20 LNO_DURATION_TIME,TC20 LNO_COP_GENERAL,TC20 LNO_COP_PRECOOLING,TC20 LNO_COP_SCIENCE_1,TC20 LNO_COP_SCIENCE_2,TC20 UVIS_START_TIME,TC20 UVIS_DURATION_TIME,TC20 UVIS_COP_ROW,TC20 CHECKSUM,TC20 (HEX)
1,1,1,0,15,35698,0,0,0,1,0,2025 NOV 23 18:30:07,2025 NOV 23 18:51:03,2025 NOV 23 18:30:17,2025 NOV 23 18:51:03,N/A,N/A,2025 NOV 23 18:37:37,2025 NOV 23 18:51:03,2025 NOV 23 18:50:33,-30.7965,137.8231,2025 NOV 23 18:38:07,8.2741,139.672,2025 NOV 23 18:41:17,62.1821,613,5.9767,176.7867,77.3737,N/A,146.0003,222.9393,10,480,670,30,30,1246,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,806,300,1056,1400002C000A01E0029E1E1E04DE0301000D000D0000000000000000000000000000000001C20326012C0420
1,1,2,0,17,35700,0,0,0,1,0,2025 NOV 23 22:26:52,2025 NOV 23 22:47:06,2025 NOV 23 22:27:02,2025 NOV 23 22:47:06,N/A,N/A,2025 NOV 23 22:34:22,2025 NOV 23 22:47:06,2025 NOV 23 22:46:36,-31.8341,80.3963,2025 NOV 23 22:34:52,4.8415,81.833,2025 NOV 23 22:37:42,61.7711,722,5.9611,176.8785,73.3987,N/A,138.3924,211.3793,10,480,650,30,30,1204,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,764,300,1207,1400002C000A01E0028A1E1E04B40301000D000D0000000000000000000000000000000001C202FC012C04B7
1,1,3,0,18,35701,0,0,0,1,0,2025 NOV 24 00:25:11,2025 NOV 24 00:45:05,2025 NOV 24 00:25:21,2025 NOV 24 00:45:05,N/A,N/A,2025 NOV 24 00:32:41,2025 NOV 24 00:45:05,2025 NOV 24 00:44:35,-32.1327,51.6855,2025 NOV 24 00:33:11,3.3999,53.1824,2025 NOV 24 00:35:52,61.5183,772,5.9706,176.9244,71.5059,N/A,134.7695,205.8746,10,480,641,30,30,1184,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,744,300,1158,1400002C000A01E002811E1E04A00301000D000D0000000000000000000000000000000001C202E8012C0486
1,1,4,0,20,35703,0,0,0,1,0,2025 NOV 24 04:21:50,2025 NOV 24 04:41:15,2025 NOV 24 04:22:00,2025 NOV 24 04:41:15,N/A,N/A,2025 NOV 24 04:29:20,2025 NOV 24 04:41:15,2025 NOV 24 04:40:45,-32.9368,-5.7789,2025 NOV 24 04:29:50,0.89831,-4.7196,2025 NOV 24 04:32:20,61.0392,852,5.9492,177.0162,68.7613,N/A,129.5164,197.8927,10,480,630,30,30,1155,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,715,300,1089,1400002C000A01E002761E1E04830301000D000D0000000000000000000000000000000001C202CB012C0441
1,1,5,0,22,35705,0,0,0,1,0,2025 NOV 24 08:18:26,2025 NOV 24 08:37:25,2025 NOV 24 08:18:36,2025 NOV 24 08:37:25,N/A,N/A,2025 NOV 24 08:25:56,2025 NOV 24 08:37:25,2025 NOV 24 08:36:55,-34.0694,-63.234,2025 NOV 24 08:26:26,-1.7276,-62.0987,2025 NOV 24 08:28:45,60.6157,930,5.9619,177.108,66.3006,N/A,124.8067,190.7365,10,480,619,30,30,1129,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,689,300,1026,1400002C000A01E0026B1E1E04690301000D000D0000000000000000000000000000000001C202B1012C0402
1,1,6,0,23,35706,0,0,0,1,0,2025 NOV 24 10:16:39,2025 NOV 24 10:35:26,2025 NOV 24 10:16:49,2025 NOV 24 10:35:26,N/A,N/A,2025 NOV 24 10:24:09,2025 NOV 24 10:35:26,2025 NOV 24 10:34:56,-34.5431,-91.9488,2025 NOV 24 10:24:39,-2.8874,-90.6124,2025 NOV 24 10:26:53,60.4033,963,5.9786,177.1538,65.1649,N/A,122.633,187.4336,10,480,614,30,30,1117,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,677,300,997,1400002C000A01E002661E1E045D0301000D000D0000000000000000000000000000000001C202A5012C03E5
1,1,7,0,25,35708,0,0,0,1,0,2025 NOV 24 14:13:04,2025 NOV 24 14:31:26,2025 NOV 24 14:13:14,2025 NOV 24 14:31:26,N/A,N/A,2025 NOV 24 14:20:34,2025 NOV 24 14:31:26,2025 NOV 24 14:30:56,-35.1326,-149.3822,2025 NOV 24 14:21:04,-4.9363,-148.4039,2025 NOV 24 14:23:10,59.9087,1032,5.9608,177.2456,62.7988,N/A,118.1045,180.5527,10,480,606,30,30,1092,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,652,300,939,1400002C000A01E0025E1E1E04440301000D000D0000000000000000000000000000000001C2028C012C03AB
1,1,8,0,28,35711,0,0,0,1,0,2025 NOV 24 20:07:52,2025 NOV 24 20:25:46,2025 NOV 24 20:08:02,2025 NOV 24 20:25:46,N/A,N/A,2025 NOV 24 20:15:22,2025 NOV 24 20:25:46,2025 NOV 24 20:25:16,-36.8546,124.4102,2025 NOV 24 20:15:52,-8.2952,125.499,2025 NOV 24 20:17:48,59.2369,1124,5.9767,177.3833,60.1488,N/A,113.0325,172.846,10,480,596,30,30,1064,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,624,300,873,1400002C000A01E002541E1E04280301000D000D0000000000000000000000000000000001C20270012C0369
1,1,9,0,33,35716,0,0,0,1,0,2025 NOV 25 05:58:38,2025 NOV 25 06:15:51,2025 NOV 25 05:58:48,2025 NOV 25 06:15:51,N/A,N/A,2025 NOV 25 06:06:08,2025 NOV 25 06:15:51,2025 NOV 25 06:15:21,-38.5222,-19.1971,2025 NOV 25 06:06:38,-12.3807,-17.9774,2025 NOV 25 06:08:22,58.0671,1248,5.9947,177.6128,56.2685,N/A,105.6057,161.5613,10,480,584,30,30,1023,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,583,300,1034,1400002C000A01E002481E1E03FF0301000D000D0000000000000000000000000000000001C20247012C040A
1,1,10,0,35,35718,0,0,0,1,0,2025 NOV 25 09:54:54,2025 NOV 25 10:11:56,2025 NOV 25 09:55:04,2025 NOV 25 10:11:56,N/A,N/A,2025 NOV 25 10:02:24,2025 NOV 25 10:11:56,2025 NOV 25 10:11:26,-39.5349,-76.6442,2025 NOV 25 10:02:54,-14.0704,-76.0887,2025 NOV 25 10:04:35,57.6452,1295,5.9531,177.7046,55.2274,N/A,103.6131,158.5337,10,480,581,30,30,1012,3,1,13,13,0,0,0,0,0,0,0,0,0,0,450,572,300,1009,1400002C000A01E002451E1E03F40301000D000D0000000000000000000000000000000001C2023C012C03F1
