TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
-1,2,1,Dayside Nadir,UVIS Switch OFF
-1,3,14,Dayside Nadir,UVIS Switch OFF
145,4,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 15000 ms -16 bit - Rhythm = 31041 ms
-1,5,1,Dayside Nadir,UVIS Switch OFF
-1,6,1,Dayside Nadir,UVIS Switch OFF
-1,7,1,Dayside Nadir,UVIS Switch OFF
72,8,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
-1,9,1,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
85,11,1,Dayside Nadir,# NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12409 ms
-1,12,14,Dayside Nadir,UVIS Switch OFF
-1,13,1,Dayside Nadir,UVIS Switch OFF
-1,14,1,Dayside Nadir,UVIS Switch OFF
-1,15,14,Dayside Nadir,UVIS Switch OFF
-1,16,1,Dayside Nadir,UVIS Switch OFF
85,17,3,Dayside Nadir,# NADIR: Horizontal Bin (57:245;0:1047)-Tint = 7000 ms -20 bit - Rhythm = 12409 ms
-1,18,1,Dayside Nadir,UVIS Switch OFF
-1,19,14,Dayside Nadir,UVIS Switch OFF
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,1,Dayside Nadir,UVIS Switch OFF
-1,22,14,Dayside Nadir,UVIS Switch OFF
-1,23,1,Dayside Nadir,UVIS Switch OFF
-1,24,14,Dayside Nadir,UVIS Switch OFF
-1,25,1,Dayside Nadir,UVIS Switch OFF
-1,26,1,Dayside Nadir,UVIS Switch OFF
-1,27,14,Dayside Nadir,UVIS Switch OFF
-1,28,1,Dayside Nadir,UVIS Switch OFF
-1,29,3,Dayside Nadir,UVIS Switch OFF
-1,30,1,Dayside Nadir,UVIS Switch OFF
-1,31,1,Dayside Nadir,UVIS Switch OFF
89,32,14,Dayside Nadir,# NADIR: Horizontal Bin (57:245;0:1047)-Tint = 10000 ms -20 bit - Rhythm = 15364 ms
-1,33,1,Dayside Nadir,UVIS Switch OFF
