S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2023 DEC 25 00:18:00,61.5416,-61.6904,308.3034,15.5408,69.5467,5.5386e-14,69.5467
TGO,2023 DEC 25 00:09:00,63.5235,-61.0099,429.303,15.4403,70.0285,0.01447,70.0287

MRO,2023 DEC 29 22:09:00,69.5554,15.6602,312.8862,15.4031,74.3586,5.0396e-14,74.3586
TGO,2023 DEC 29 22:06:00,69.5554,14.663,431.6673,15.2878,73.8821,0.066136,73.896

MRO,2023 DEC 31 11:33:00,69.3309,-170.2358,313.2026,15.4117,74.6125,2.4482e-14,74.6125
TGO,2023 DEC 31 11:27:00,71.1634,-170.2411,433.1503,15.3139,75.3167,0.079771,75.3395

MRO,2024 JAN 11 20:36:00,75.9912,160.0195,317.3859,15.1875,80.5952,2.0811e-14,80.5952
TGO,2024 JAN 11 20:39:00,75.0474,160.7818,432.6497,15.2872,80.2695,15.1084,72.1105

MRO,2024 JAN 13 10:00:00,76.3388,-26.1877,314.5077,15.1747,81.1564,1.242e-14,81.1564
TGO,2024 JAN 13 10:00:00,75.841,-26.7797,433.2196,15.135,80.7227,0.12748,80.7651

