S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 JUL 07 09:09:00,73.8138,-4.1548,315.3205,4.0933,74.3144,1.4423e-14,74.3144
TGO,2025 JUL 07 09:36:00,72.8789,-4.7086,431.6165,4.4944,73.3285,0.47058,73.5679

MRO,2025 JUL 18 08:54:00,64.6685,102.1378,312.352,3.8964,81.1859,2.5655e-14,81.1859
TGO,2025 JUL 18 09:00:00,63.3872,102.0906,429.01,3.9906,81.4635,3.8576,85.3182

MRO,2025 JUL 22 23:18:00,53.349,-71.6777,305.5562,3.7647,89.3714,5.1383e-14,89.3714
TGO,2025 JUL 22 23:06:00,54.7323,-70.8651,425.6762,3.6242,89.405,0.59719,89.765

MRO,2025 JUL 23 05:51:00,-51.1236,12.3663,251.7291,15.7431,89.0339,8.7045e-14,89.0339
TGO,2025 JUL 23 06:00:00,-49.8241,10.7113,379.894,15.7786,88.4629,1.9234,90.2104

MRO,2025 JUL 27 22:12:00,-23.7452,170.0781,255.2993,15.6114,70.1414,1.1468e-14,70.1414
TGO,2025 JUL 27 22:09:00,-25.6899,170.2389,382.7393,15.5736,70.9282,1.8794,69.185

MRO,2025 JUL 29 15:27:00,-3.5937,-73.0845,263.5016,15.5508,58.082,2.4841e-14,58.082
TGO,2025 JUL 29 15:33:00,-2.3161,-73.5005,389.9424,15.6206,58.3804,2.8236,61.0218

MRO,2025 JUL 31 03:03:00,9.4018,126.5971,272.6763,15.5139,51.9824,4.0011e-14,51.9824
TGO,2025 JUL 31 03:00:00,11.391,128.4958,396.0341,15.5917,52.3802,1.7264,50.6738

