Target Name,Flyover #,Orbit type,Thermal orbit number,Start crossing time (UTC),End crossing time (UTC),Start crossing latitude (deg),Start crossing longitude (deg),End crossing latitude (deg),End crossing longitude (deg),Start crossing phase angle (deg),End crossing phase angle (deg),Start crossing solar incidence angle (deg),End crossing solar incidence angle (deg),Start crossing emission angle (deg),End crossing emission angle (deg),Start crossing LST (h),End crossing LST (h)
Region of residual magnetic field,1,3,37,2023 MAY 16 13:35:58,2023 MAY 16 13:36:12,-10.099,-140.1219,-10.7848,-140,147.2701,147.7294,147.2541,147.7145,0.37463,0.38206,21.8875,21.8994
Region of residual magnetic field,2,1,62,2023 MAY 18 14:43:38,2023 MAY 18 14:49:30,-10.099,-143.5153,-27.4758,-140,141.8803,150.1468,141.7996,150.0122,0.36222,0.54146,21.4825,21.8119
Region of residual magnetic field,3,3,87,2023 MAY 20 15:51:20,2023 MAY 20 16:01:13,-10.099,-146.9137,-39.3312,-140,136.3823,146.6966,136.2806,146.4411,0.35857,0.60556,21.0778,21.6992
Region of residual magnetic field,4,3,112,2023 MAY 22 16:59:02,2023 MAY 22 17:11:46,-10.0989,-150.3154,-47.5958,-140,130.8277,142.2311,130.7242,141.9296,0.35972,0.61367,20.6725,21.5669
Region of residual magnetic field,5,1,137,2023 MAY 24 18:06:41,2023 MAY 24 18:21:32,-10.0964,-153.4978,-53.5234,-140,123.1091,138.2706,125.3371,137.958,2.2464,0.60036,20.2811,21.4219
Region of residual magnetic field,6,3,141,2023 MAY 25 02:28:51,2023 MAY 25 02:29:27,-69.8944,-143.9359,-68.5598,-140,112.8254,112.8254,116.6403,115.2667,3.8149,2.4414,5.0656,5.3378
Region of residual magnetic field,7,1,149,2023 MAY 25 17:41:31,2023 MAY 25 17:42:56,-10.0965,-140.5113,-14.1945,-140,118.3455,123.126,122.8448,125.0509,4.5055,1.9541,20.1003,20.1572
Region of residual magnetic field,8,1,162,2023 MAY 26 19:14:17,2023 MAY 26 19:30:46,-10.0983,-156.5555,-57.921,-140,114.2399,134.9996,120.0523,134.6913,5.8159,0.58123,19.8972,21.2683
Region of residual magnetic field,9,1,166,2023 MAY 27 03:36:27,2023 MAY 27 03:37:49,-69.8975,-148.2037,-66.8653,-140,112.9441,112.9441,119.1235,116.377,6.181,3.4369,4.6008,5.1697
Region of residual magnetic field,10,3,174,2023 MAY 27 18:49:11,2023 MAY 27 18:56:12,-10.1011,-143.9133,-30.7318,-140,112.8254,127.7629,117.2584,127.6535,4.4454,0.54183,19.6942,20.0689
Region of residual magnetic field,11,3,191,2023 MAY 29 04:44:03,2023 MAY 29 04:46:21,-69.8985,-152.6472,-64.7042,-140,113.1488,112.8254,121.6042,117.5972,8.4553,4.7721,4.1242,5.0044
Region of residual magnetic field,12,1,202,2023 MAY 30 02:09:37,2023 MAY 30 02:11:52,-64.5327,150.0639,-69.8911,161.0104,130.8985,130.4654,130.6006,130.1477,0.539,0.48788,21.1608,21.9269
Region of residual magnetic field,13,1,214,2023 MAY 31 01:39:22,2023 MAY 31 01:46:45,-50.5055,150.027,-69.8912,173.8471,127.4357,129.8977,127.2457,129.588,0.59513,0.49015,20.0289,21.7367
Region of residual magnetic field,14,1,216,2023 MAY 31 05:51:46,2023 MAY 31 05:55:03,-69.8919,-155.1979,-62.0798,-140,117.3719,112.9441,123.3943,118.9441,6.023,6.0036,3.7753,4.8419
Region of residual magnetic field,15,3,227,2023 JUN 01 03:18:08,2023 JUN 01 03:19:33,-66.5927,150.0755,-69.891,157.5739,129.0142,129.1902,128.7305,128.8904,0.52311,0.49207,20.9958,21.5189
