S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2021 JAN 24 17:21:00,31.9684,-121.9399,286.3507,14.6106,51.1483,6.4007e-14,51.1483
TGO,2021 JAN 24 17:21:00,32.3352,-122.258,411.0038,14.5894,51.1494,0.72242,50.639

MRO,2021 JAN 29 05:51:00,52.131,92.3501,300.6769,14.5125,62.9583,1.4225e-14,62.9583
TGO,2021 JAN 29 05:33:00,52.3547,94.1987,421.5451,14.3436,62.0974,0.17833,62.0733

MRO,2021 JAN 29 09:36:00,54.8183,37.2598,304.203,14.4903,64.7614,3.0173e-14,64.7614
TGO,2021 JAN 29 09:30:00,55.5745,38.9792,424.4637,14.5075,65.4193,0.076892,65.3426

MRO,2021 JAN 31 02:45:00,61.6031,155.4881,309.0244,14.4286,69.2153,3.2004e-14,69.2153
TGO,2021 JAN 31 02:48:00,60.4581,155.8275,426.7123,14.5,68.6751,0.087862,68.6051

MRO,2021 FEB 02 23:54:00,62.2369,-134.2513,306.3729,14.4256,69.0979,3.9213e-14,69.0979
TGO,2021 FEB 02 23:36:00,63.6789,-133.0849,429.2885,14.2111,69.3518,0.077372,69.29

MRO,2021 FEB 11 06:03:00,73.5203,-150.8089,311.9453,14.2094,75.6173,3.263e-14,75.6173
TGO,2021 FEB 11 06:09:00,72.3877,-151.8034,432.3208,14.2406,74.771,0.12747,74.7615

MRO,2021 FEB 20 18:03:00,75.4639,119.5633,312.8552,14.1831,75.1846,1.4575e-14,75.1846
TGO,2021 FEB 20 18:09:00,74.5532,118.4959,433.1148,14.2094,74.4951,0.1408,74.5024

