S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2024 APR 14 04:45:00,32.5127,-134.6962,288.5164,15.4522,72.7952,2.6988e-14,72.7952
TGO,2024 APR 14 04:36:00,33.6104,-133.7141,411.8195,15.3717,72.7373,0.055371,72.6819

MRO,2024 APR 17 18:54:00,57.0908,45.1587,306.0928,15.2561,88.4941,2.8448e-14,88.4941
TGO,2024 APR 17 19:12:00,56.3696,43.7843,425.8558,15.4564,89.1695,0.063038,89.1072

MRO,2024 APR 20 16:06:00,58.5428,114.7485,307.1902,15.2181,89.7111,3.1845e-14,89.7111
TGO,2024 APR 20 16:00:00,59.6144,113.7695,425.6016,15.0553,89.6462,0.080122,89.5773

MRO,2024 APR 27 04:18:00,-70.8332,171.2519,252.7861,2.9436,81.5744,3.5781e-15,81.5744
TGO,2024 APR 27 04:18:00,-69.873,170.3851,380.1184,2.8856,82.4877,0.32919,82.8025

MRO,2024 APR 28 17:42:00,-71.8986,-15.1661,250.768,2.8994,80.7135,1.3587e-14,80.7135
TGO,2024 APR 28 17:39:00,-71.49,-14.308,380.2125,2.9081,80.9978,0.57658,81.5539

MRO,2024 MAY 01 16:45:00,-72.0883,27.25,250.9981,2.8461,80.3791,2.1097e-14,80.3791
TGO,2024 MAY 01 16:24:00,-72.238,27.3115,379.8194,2.5097,81.1816,1.5669,82.652

MRO,2024 MAY 06 10:48:00,-72.828,162.1169,252.3717,2.7861,79.4728,7.1119e-15,79.4728
TGO,2024 MAY 06 10:24:00,-74.4305,160.8868,378.5503,2.315,79.3179,0.32751,79.6127

