TC20 UVIS_COP_ROW,Dayside nadir observation number,Orbit type,Observation Mode,Comments
-1,1,14,Dayside Nadir,UVIS Switch OFF
68,2,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,3,14,Dayside Nadir,UVIS Switch OFF
-1,4,1,Dayside Nadir,UVIS Switch OFF
68,5,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,6,1,Dayside Nadir,UVIS Switch OFF
-1,7,1,Dayside Nadir,UVIS Switch OFF
-1,8,14,Dayside Nadir,UVIS Switch OFF
-1,9,1,Dayside Nadir,UVIS Switch OFF
-1,10,14,Dayside Nadir,UVIS Switch OFF
-1,11,1,Dayside Nadir,UVIS Switch OFF
-1,12,14,Dayside Nadir,UVIS Switch OFF
-1,13,1,Dayside Nadir,UVIS Switch OFF
-1,14,1,Dayside Nadir,UVIS Switch OFF
-1,15,14,Dayside Nadir,UVIS Switch OFF
-1,16,1,Dayside Nadir,UVIS Switch OFF
-1,17,3,Dayside Nadir,UVIS Switch OFF
-1,18,1,Dayside Nadir,UVIS Switch OFF
-1,19,14,Dayside Nadir,UVIS Switch OFF
-1,20,1,Dayside Nadir,UVIS Switch OFF
-1,21,1,Dayside Nadir,UVIS Switch OFF
-1,22,14,Dayside Nadir,UVIS Switch OFF
-1,23,14,Dayside Nadir,UVIS Switch OFF
68,24,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,25,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,26,14,Dayside Nadir,UVIS Switch OFF
-1,27,1,Dayside Nadir,UVIS Switch OFF
-1,28,1,Dayside Nadir,UVIS Switch OFF
-1,29,7,Dayside Nadir,UVIS Switch OFF
-1,30,1,Dayside Nadir,UVIS Switch OFF
64,31,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,32,14,Dayside Nadir,UVIS Switch OFF
-1,33,1,Dayside Nadir,UVIS Switch OFF
79,34,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,35,14,Dayside Nadir,UVIS Switch OFF
79,36,28,Dayside LIMB,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,37,14,Dayside Nadir,UVIS Switch OFF
-1,38,1,Dayside Nadir,UVIS Switch OFF
-1,39,14,Dayside Nadir,UVIS Switch OFF
-1,40,1,Dayside Nadir,UVIS Switch OFF
-1,41,14,Dayside Nadir,UVIS Switch OFF
-1,42,1,Dayside Nadir,UVIS Switch OFF
68,43,47,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,44,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,45,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,46,1,Dayside Nadir,UVIS Switch OFF
-1,47,14,Dayside Nadir,UVIS Switch OFF
-1,48,1,Dayside Nadir,UVIS Switch OFF
79,49,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,50,14,Dayside Nadir,UVIS Switch OFF
-1,51,1,Dayside Nadir,UVIS Switch OFF
-1,52,1,Dayside Nadir,UVIS Switch OFF
-1,53,14,Dayside Nadir,UVIS Switch OFF
72,54,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 10000 ms -16 bit - Rhythm = 12017 ms
79,55,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 20000 ms -16 bit - Rhythm = 22017 ms
-1,56,14,Dayside Nadir,UVIS Switch OFF
-1,57,1,Dayside Nadir,UVIS Switch OFF
68,58,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,59,3,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,60,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
68,61,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,62,14,Dayside Nadir,UVIS Switch OFF
-1,63,1,Dayside Nadir,UVIS Switch OFF
68,64,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
-1,65,14,Dayside Nadir,UVIS Switch OFF
68,66,14,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 7000 ms -16 bit - Rhythm = 9017 ms
64,67,1,Dayside Nadir,# NADIR: Full Frame (57:245;0:1047) - Tint = 5000 ms -16 bit - Rhythm = 8642 ms
-1,68,14,Dayside Nadir,UVIS Switch OFF
