S/C,UTC,UVIS nadir LOS surface intercept lat (deg),UVIS nadir LOS surface intercept lon (deg),S/C altitude (km),UVIS nadir LOS surface intercept LST (h),UVIS nadir LOS surface intercept Incidence angle (deg),UVIS nadir LOS surface intercept Emission angle (deg),UVIS nadir LOS surface intercept Phase angle (deg)
MRO,2025 APR 12 02:27:00,54.4185,152.7096,306.0435,15.0256,45.8389,3.2591e-14,45.8389
TGO,2025 APR 12 02:09:00,58.0266,153.9555,426.6611,14.8167,45.9763,4.1751,48.6815

MRO,2025 APR 12 11:51:00,64.223,13.7177,310.4645,14.9094,49.8233,3.4265e-14,49.8233
TGO,2025 APR 12 12:00:00,61.7507,14.1435,428.0794,15.0839,49.5332,0.072427,49.5912

MRO,2025 APR 14 01:15:00,64.534,-172.3097,311.4918,14.9125,49.9115,4.7708e-15,49.9115
TGO,2025 APR 14 01:21:00,63.8026,-173.479,430.7261,14.9319,49.6124,1.5747,50.3936

MRO,2025 APR 15 09:03:00,66.3696,82.7521,309.3833,14.8706,50.6624,3.9757e-16,50.6624
TGO,2025 APR 15 08:48:00,64.9658,86.0773,429.9773,14.8489,49.7415,1.6764,49.1701

MRO,2025 APR 15 14:39:00,64.7423,1.6593,309.9916,14.9153,49.944,5.1397e-14,49.944
TGO,2025 APR 15 14:42:00,65.5083,-0.29484,430.3493,14.8339,49.9643,0.36231,50.1867

MRO,2025 APR 16 22:27:00,67.0455,-103.5276,309.4836,14.8567,50.8969,4.498e-15,50.8969
TGO,2025 APR 16 22:09:00,66.8901,-101.21,430.5003,14.7192,50.1718,1.0567,50.6199

MRO,2025 APR 17 04:03:00,65.3973,175.4392,310.9339,14.9056,50.1654,2.5891e-14,50.1654
TGO,2025 APR 17 04:03:00,67.2452,173.5591,431.6168,14.7803,50.6518,1.0996,50.4079

MRO,2025 APR 18 11:51:00,67.7555,70.2965,309.2724,14.8497,51.1936,2.5044e-14,51.1936
TGO,2025 APR 18 11:30:00,68.59,73.2482,432.0606,14.7058,51.0909,0.5101,51.0538

MRO,2025 APR 18 17:27:00,66.0245,-10.6224,310.1022,14.9061,50.432,2.299e-14,50.432
TGO,2025 APR 18 17:24:00,69.0821,-13.0137,431.9152,14.6981,51.3599,1.0017,51.6174

MRO,2025 APR 20 01:15:00,68.1182,-115.8084,310.3812,14.8475,51.3097,1.3114e-14,51.3097
TGO,2025 APR 20 00:51:00,70.2817,-112.1166,432.3008,14.7044,52.0835,0.077686,52.0927

MRO,2025 APR 20 18:06:00,72.0776,-3.083,312.1554,14.7642,53.4276,8.9982e-15,53.4276
TGO,2025 APR 20 18:33:00,71.6918,-7.349,432.9865,14.9178,53.727,1.1008,53.7711

MRO,2025 APR 23 15:18:00,75.223,64.3623,311.2014,14.6186,54.9503,2.9709e-14,54.9503
TGO,2025 APR 23 15:18:00,73.5693,65.5841,431.3191,14.7,54.0461,50.9964,5.339

MRO,2025 APR 25 00:57:00,73.6326,-65.5134,313.0197,14.7144,54.0581,2.163e-14,54.0581
TGO,2025 APR 25 00:45:00,73.1873,-64.754,431.9925,14.5706,53.313,1.929,53.7282

MRO,2025 APR 25 06:33:00,72.1294,-146.5096,311.4529,14.7658,53.2184,3.1365e-14,53.2184
TGO,2025 APR 25 06:39:00,73.4741,-149.432,434.2851,14.6683,53.7964,1.8326,54.2387

MRO,2025 APR 26 14:21:00,74.0645,108.1475,312.1951,14.6964,54.2146,1.9878e-14,54.2146
TGO,2025 APR 26 14:06:00,74.4778,112.4447,433.5217,14.7394,54.6209,0.12855,54.6204

MRO,2025 MAY 03 10:54:00,75.6289,-135.3377,310.9033,14.6328,54.8036,2.163e-14,54.8036
TGO,2025 MAY 03 11:12:00,75.6954,-138.8529,434.7441,14.6903,55.0002,0.76414,55.3908

MRO,2025 MAY 07 23:21:00,75.6552,81.4292,311.8675,14.6456,54.6875,2.0811e-14,54.6875
TGO,2025 MAY 07 23:18:00,75.6486,83.4614,433.2212,14.7322,54.9125,0.12695,54.9514

MRO,2025 MAY 10 22:24:00,75.568,124.5997,315.0848,14.6811,54.6273,1.8132e-14,54.6273
TGO,2025 MAY 10 22:03:00,75.4686,126.3992,434.4505,14.4603,53.9872,0.13167,54.0162

