UTC Time,Longitude,Latitude,Local Solar Time,Emission Angle,Phase Angle,Solar Angle,Distance (km)
2016 NOV 27 00:00:00,-28.0,6.5,19:56:43,2.5,120.6,119.1,12870.2
2016 NOV 27 00:00:10,-27.9,6.5,19:56:57,2.5,120.6,119.2,12890.2
2016 NOV 27 00:00:20,-27.9,6.4,19:57:12,2.5,120.7,119.2,12910.3
2016 NOV 27 00:00:30,-27.9,6.4,19:57:26,2.5,120.8,119.3,12930.3
2016 NOV 27 00:00:40,-27.9,6.4,19:57:40,2.5,120.8,119.3,12950.4
2016 NOV 27 00:00:50,-27.9,6.4,19:57:54,2.5,120.9,119.4,12970.4
2016 NOV 27 00:01:00,-27.8,6.4,19:58:08,2.5,120.9,119.4,12990.4
2016 NOV 27 00:01:10,-27.8,6.4,19:58:22,2.5,121.0,119.5,13010.4
2016 NOV 27 00:01:20,-27.8,6.4,19:58:36,2.5,121.0,119.5,13030.4
2016 NOV 27 00:01:30,-27.8,6.4,19:58:50,2.5,121.1,119.6,13050.4
2016 NOV 27 00:01:40,-27.8,6.4,19:59:04,2.5,121.1,119.6,13070.3
2016 NOV 27 00:01:50,-27.8,6.4,19:59:18,2.5,121.2,119.7,13090.3
2016 NOV 27 00:02:00,-27.7,6.4,19:59:32,2.5,121.2,119.7,13110.2
2016 NOV 27 00:02:10,-27.7,6.4,19:59:46,2.5,121.3,119.8,13130.1
2016 NOV 27 00:02:20,-27.7,6.4,20:00:00,2.5,121.3,119.8,13150.0
2016 NOV 27 00:02:30,-27.7,6.4,20:00:14,2.5,121.4,119.9,13169.9
2016 NOV 27 00:02:40,-27.7,6.4,20:00:27,2.5,121.4,119.9,13189.8
2016 NOV 27 00:02:50,-27.7,6.3,20:00:41,2.5,121.5,120.0,13209.7
2016 NOV 27 00:03:00,-27.6,6.3,20:00:55,2.5,121.5,120.0,13229.6
2016 NOV 27 00:03:10,-27.6,6.3,20:01:08,2.5,121.6,120.1,13249.4
2016 NOV 27 00:03:20,-27.6,6.3,20:01:22,2.5,121.6,120.1,13269.3
2016 NOV 27 00:03:30,-27.6,6.3,20:01:35,2.5,121.7,120.2,13289.1
2016 NOV 27 00:03:40,-27.6,6.3,20:01:49,2.5,121.7,120.2,13308.9
2016 NOV 27 00:03:50,-27.6,6.3,20:02:02,2.6,121.8,120.3,13328.7
2016 NOV 27 00:04:00,-27.5,6.3,20:02:15,2.6,121.8,120.3,13348.5
2016 NOV 27 00:04:10,-27.5,6.3,20:02:29,2.6,121.9,120.3,13368.3
2016 NOV 27 00:04:20,-27.5,6.3,20:02:42,2.6,121.9,120.4,13388.1
